,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,7075000.0,68064750.0,-10729000.0,,
June 2009,7075000.0,68064750.0,-10729000.0,,
September 2009,7075000.0,68064750.0,-10729000.0,,
December 2009,7075000.0,68064750.0,-10729000.0,,
March 2010,6825000.0,70948000.0,-68000.0,,
June 2010,6825000.0,69852000.0,7100000.0,,
September 2010,6825000.0,74835000.0,-3345000.0,,
December 2010,6825000.0,78101000.0,2009000.0,1434355000.0,621754000.0
March 2011,7600000.0,76818000.0,22890000.0,,
June 2011,7600000.0,73548000.0,19389000.0,1569219000.0,736222000.0
September 2011,7600000.0,65766000.0,18182000.0,1527808000.0,708609000.0
December 2011,7600000.0,114318000.0,-60962000.0,1440651000.0,630899000.0
March 2012,7500000.0,77685000.0,3846000.0,1485448000.0,671372000.0
June 2012,7500000.0,74645000.0,-2848000.0,1457617000.0,659172000.0
September 2012,7500000.0,63863000.0,-316114000.0,1119634000.0,615954000.0
December 2012,7500000.0,86465000.0,-63876000.0,1079103000.0,593503000.0
March 2013,6725000.0,61592000.0,883000.0,1060686000.0,609820000.0
June 2013,6725000.0,57850000.0,-2130000.0,1057466000.0,611668000.0
September 2013,6725000.0,59078000.0,12652000.0,1069362000.0,618270000.0
December 2013,6725000.0,-2238000.0,60537000.0,1008192000.0,555389000.0
March 2014,4800000.0,57576000.0,17204000.0,1062113000.0,613031000.0
June 2014,4800000.0,49260000.0,9959000.0,1074224000.0,641455000.0
September 2014,4800000.0,51716000.0,47465000.0,1034809000.0,619374000.0
December 2014,4800000.0,128210000.0,11443000.0,1091554000.0,613783000.0
March 2015,6400000.0,49456000.0,10970000.0,1017304000.0,557161000.0
June 2015,6400000.0,52695000.0,6599000.0,1154529000.0,677180000.0
September 2015,6400000.0,48417000.0,-4059000.0,1194751000.0,591674000.0
December 2015,6400000.0,66331000.0,50590000.0,1225351000.0,553290000.0
March 2016,6825000.0,52646000.0,-9966000.0,1246777000.0,588513000.0
June 2016,6825000.0,57871000.0,18969000.0,1254686000.0,601781000.0
September 2016,6825000.0,55588000.0,-8884000.0,1232988000.0,579017000.0
December 2016,6825000.0,75597000.0,-20936000.0,1283769000.0,582017000.0
March 2017,9100000.0,58958000.0,21898000.0,1384233000.0,681358000.0
June 2017,9100000.0,62981000.0,21025000.0,1477801000.0,736208000.0
September 2017,9100000.0,65485000.0,22817000.0,1575667000.0,746536000.0
December 2017,9100000.0,71180000.0,-8686000.0,1682202000.0,825732000.0
March 2018,10050000.0,73092000.0,23391000.0,1761777000.0,886886000.0
June 2018,10050000.0,70124000.0,29668000.0,1773812000.0,914791000.0
September 2018,10050000.0,64344000.0,16058000.0,1881959000.0,982613000.0
December 2018,10050000.0,71006000.0,10976000.0,1866076000.0,887783000.0
March 2019,10250000.0,72080000.0,13604000.0,1823406000.0,864910000.0
June 2019,10250000.0,71645000.0,10871000.0,1825036000.0,875685000.0
September 2019,10250000.0,67723000.0,12820000.0,1782682000.0,843849000.0
December 2019,10250000.0,917000.0,-31257000.0,1834621000.0,883169000.0
March 2020,8900000.0,56046000.0,16123000.0,1771969000.0,829872000.0
June 2020,8900000.0,50541000.0,-5540000.0,1795215000.0,856600000.0
September 2020,8900000.0,47820000.0,14474000.0,1822508000.0,856228000.0
December 2020,8900000.0,48006000.0,17742000.0,1960933000.0,969804000.0
March 2021,8150000.0,53838000.0,37207750.0,1388979000.0,617645000.0
June 2021,8150000.0,59026000.0,37207750.0,1420681000.0,651557000.0
September 2021,8150000.0,54520000.0,37207750.0,1419263000.0,660847000.0
December 2021,8150000.0,50425000.0,37207750.0,1290024000.0,539782000.0
