,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,20250000.0,167750000.0,,,,
June 2009,20250000.0,167750000.0,,,,
September 2009,20250000.0,180000000.0,,,,
December 2009,20250000.0,203700000.0,,5420100000.0,2073400000.0,
March 2010,22000000.0,175500000.0,,,,
June 2010,22000000.0,171600000.0,,,,
September 2010,22000000.0,173300000.0,,5571600000.0,2219600000.0,
December 2010,22000000.0,189800000.0,,5399400000.0,2040000000.0,
March 2011,26500000.0,183500000.0,,5490300000.0,2122100000.0,
June 2011,26500000.0,188600000.0,,5587300000.0,2207800000.0,
September 2011,26500000.0,181900000.0,,5618300000.0,2290600000.0,
December 2011,26500000.0,460400000.0,,11496700000.0,3262600000.0,
March 2012,33750000.0,478100000.0,,11321000000.0,3010600000.0,
June 2012,33750000.0,479100000.0,,11108800000.0,3039100000.0,
September 2012,33750000.0,426300000.0,,10177700000.0,3481900000.0,
December 2012,33750000.0,401700000.0,,9331700000.0,3289300000.0,
March 2013,33250000.0,437400000.0,31450000.0,9273300000.0,3276700000.0,
June 2013,33250000.0,449900000.0,31450000.0,9219400000.0,3332200000.0,
September 2013,33250000.0,428500000.0,31450000.0,9343800000.0,3434500000.0,
December 2013,33250000.0,434400000.0,31450000.0,9176000000.0,3459500000.0,
March 2014,33750000.0,447400000.0,70900000.0,8570300000.0,2670500000.0,
June 2014,33750000.0,459800000.0,60100000.0,8532300000.0,2887400000.0,
September 2014,33750000.0,467400000.0,60800000.0,8354500000.0,2912700000.0,
December 2014,33750000.0,466700000.0,66300000.0,8041700000.0,2691600000.0,
March 2015,32250000.0,427100000.0,97200000.0,7853500000.0,2676600000.0,
June 2015,32250000.0,415300000.0,28100000.0,7955400000.0,2745000000.0,
September 2015,32250000.0,400600000.0,86600000.0,7586300000.0,2485600000.0,
December 2015,32250000.0,409300000.0,123500000.0,7405000000.0,2215700000.0,
March 2016,32700000.0,396000000.0,102500000.0,7539300000.0,2319100000.0,
June 2016,32700000.0,413500000.0,49600000.0,7526700000.0,2360000000.0,
September 2016,32700000.0,390300000.0,163200000.0,7605800000.0,2376100000.0,
December 2016,32700000.0,-444100000.0,171100000.0,7389100000.0,2215300000.0,
March 2017,22950000.0,197400000.0,-43200000.0,7421200000.0,4287500000.0,
June 2017,22950000.0,201800000.0,104100000.0,7626900000.0,4446900000.0,
September 2017,22950000.0,192700000.0,787500000.0,5939400000.0,2575700000.0,
December 2017,22950000.0,204100000.0,-33500000.0,5280300000.0,1866400000.0,
March 2018,20200000.0,194000000.0,-200600000.0,5041100000.0,1665200000.0,
June 2018,20200000.0,192800000.0,114400000.0,4859200000.0,1531000000.0,
September 2018,20200000.0,192100000.0,79000000.0,4997000000.0,1595400000.0,
December 2018,20200000.0,203400000.0,200300000.0,5050200000.0,1554800000.0,
March 2019,19325000.0,212100000.0,57500000.0,5155000000.0,1555200000.0,
June 2019,19325000.0,266200000.0,33200000.0,5216500000.0,1576600000.0,
September 2019,19325000.0,221600000.0,68000000.0,5676400000.0,1591400000.0,28300000.0
December 2019,19325000.0,215600000.0,104300000.0,5765200000.0,1564000000.0,
March 2020,23975000.0,194100000.0,126600000.0,5671000000.0,1560200000.0,
June 2020,23975000.0,184500000.0,100100000.0,5756300000.0,1632100000.0,
September 2020,23975000.0,199300000.0,134000000.0,5828200000.0,1667400000.0,
December 2020,23975000.0,194800000.0,142200000.0,6083800000.0,1881500000.0,
March 2021,24950000.0,188900000.0,110100000.0,5918700000.0,1759500000.0,
June 2021,24950000.0,192000000.0,108100000.0,6006600000.0,1806700000.0,
September 2021,24950000.0,190300000.0,107700000.0,6159800000.0,1970900000.0,
December 2021,24950000.0,201200000.0,180900000.0,6229300000.0,2069600000.0,
