,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2007,6444.454545454545,,-7291.333333333333,,,
September 2007,6444.454545454545,,-7291.333333333333,,,
December 2007,6444.454545454545,,-7291.333333333333,,,
March 2008,6444.454545454545,,-8668.75,,,
June 2008,6444.454545454545,,-8668.75,,,
September 2008,6444.454545454545,,-8668.75,,,
December 2008,6444.454545454545,,-8668.75,,,
March 2009,6444.454545454545,,-2371.25,,,
June 2009,6444.454545454545,,-2371.25,,,
September 2009,6444.454545454545,,-2371.25,,,
December 2009,6444.454545454545,,-2371.25,,,
March 2010,1024.5,,-1024.5,,,
June 2010,1024.5,,-1024.5,,,
September 2010,1309.0,,-1309.0,,,
December 2010,4960.0,,-6127.0,0.0,0.0,
March 2011,62.0,,-62.0,,,
June 2011,33193.0,,-15562.0,,,
September 2011,338228.0,,-338228.0,771720.0,741720.0,
December 2011,600825.0,,-600825.0,203066.0,143066.0,
March 2012,1246043.0,,-1246043.0,1020207.0,875207.0,
June 2012,741992.0,,-741992.0,,,
September 2012,882912.0,,-882912.0,1526838.0,300162.0,
December 2012,536810.0,,-536810.0,1751126.0,145433.0,
March 2013,,,,,,
June 2013,,,,,,
September 2013,,,,,,
December 2013,16109.0,0.0,-16109.0,0.0,,
March 2014,644630.0,63273.0,-911172.0,,,
June 2014,1020159.0,110936.0,-877791.0,470917.0,406150.0,
September 2014,1035203.0,101433.0,-973723.0,,,
December 2014,,,-918981.0,111000.0,111000.0,
March 2015,699955.0,20548.0,-657174.0,,,
June 2015,907474.0,24147.0,-859901.0,121214.0,86214.0,
September 2015,746296.0,32927.0,-711526.0,598889.0,563889.0,
December 2015,879578.0,171599.0,-926368.0,257480.0,222480.0,
March 2016,1226506.0,95121.0,-1247942.0,335088.0,300088.0,
June 2016,1582789.0,64113.0,-1575600.0,493807.0,458807.0,
September 2016,1369989.0,80386.0,-1364074.0,410838.0,375838.0,
December 2016,1304908.0,254297.0,-1925623.0,162776.0,127776.0,
March 2017,1163872.0,50400.0,-1335829.0,48303.0,13303.0,
June 2017,1282152.0,42050.0,-1279617.0,46937.0,11937.0,
September 2017,1815374.0,133000.0,-1813076.0,42868.0,7868.0,
December 2017,1210478.0,10000.0,-1209660.0,41863.0,6863.0,
March 2018,1226328.0,0.0,-1223247.0,157312.0,122312.0,
June 2018,864003.0,0.0,-862602.0,47848.0,12848.0,
September 2018,806707.0,549.0,-805480.0,,,
December 2018,,,-230675.0,25646.0,25646.0,
March 2019,381294.0,30588.0,-380289.0,1786.0,1786.0,
June 2019,369565.0,25000.0,-368709.0,263.0,263.0,
September 2019,508119.0,100500.0,-1169318.0,79.0,79.0,
December 2019,25844.0,143036.0,-8265094.0,71500.0,71500.0,
March 2020,446397.0,151797.0,-1547616.0,30742.0,30742.0,
June 2020,499266.0,202515.0,-733613.0,136458.0,136458.0,
September 2020,801844.0,105790.0,-208558.0,115165.0,115165.0,
December 2020,429253.0,153003.0,-1635576.0,148601.0,148601.0,
March 2021,561054.0,97500.0,-2484956.0,255379.0,255379.0,
June 2021,737519.0,225000.0,833549.0,,,
September 2021,762226.0,252500.0,-319262.0,463741.0,463741.0,
December 2021,,,,253523.0,253523.0,
March 2022,783956.0,180000.0,-708197.0,1103633.0,80579.0,1023054.0
June 2022,,,,,,
