,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,10342.0,6856.666666666667,,,,
June 2010,4717.0,6856.666666666667,,,,
September 2010,,6856.666666666667,,725.0,725.0,
December 2010,10985.0,17871.5,,,,
March 2011,43157.0,17871.5,,,,
June 2011,11008.0,17871.5,,3925.0,3925.0,
September 2011,,17871.5,,1205.0,1205.0,
December 2011,6767.0,,-7323.0,723.0,723.0,
March 2012,161379.0,,-29160.0,4697.0,4697.0,
June 2012,23550.0,,-29160.0,8044.0,8044.0,
September 2012,20843.0,,-163337.0,4000.0,4000.0,
December 2012,16005.0,,-22703.0,,,
March 2013,35482.0,,-42444.0,,,
June 2013,32040.0,,-39002.0,1350085.0,85.0,
September 2013,14221.0,,-28650.0,308361.0,857.0,
December 2013,38744.0,,-52842.0,310972.0,3468.0,
March 2014,104458.0,,-118850.0,308018.0,514.0,
June 2014,54562.0,,-69918.0,307973.0,469.0,
September 2014,-8002.0,,-66681.0,307928.0,424.0,
December 2014,41951.0,,-59244.0,307883.0,379.0,
March 2015,35362.0,,-52293.0,326878.0,19374.0,
June 2015,39775.0,,-58920.0,322832.0,15328.0,
September 2015,95437.0,,-114130.0,307748.0,244.0,
December 2015,26706.0,,-45398.0,307703.0,199.0,
March 2016,39603.0,,-58093.0,307658.0,154.0,
June 2016,34129.0,,-52619.0,307613.0,109.0,
September 2016,39082.0,,-57708.0,307504.0,0.0,
December 2016,34084.0,,-45589.0,307504.0,,
March 2017,4084.0,,-9663.0,307504.0,,
June 2017,4454.0,,-10063.0,307504.0,,
September 2017,1966.0,,-1966.0,,,
December 2017,112507.0,,-112539.0,,,
March 2018,2117.0,,-2148.0,167.0,,
June 2018,15070.0,,-15102.0,9561.0,,
September 2018,18749.0,,-18780.0,3814.0,,
December 2018,21748.0,,-21780.0,1249.0,,
March 2019,13333.0,,-13364.0,15396.0,,
June 2019,12003.0,,-12034.0,3143.0,,
September 2019,11123.0,,-11187.0,101.0,101.0,
December 2019,35763.0,,-32569.0,59.0,,
March 2020,12353.0,,-12353.0,,,
June 2020,33608.0,,-1665758.0,17287.0,,
September 2020,34536.0,,1594608.0,13767.0,13767.0,
December 2020,40003.0,,-75239.0,,,
March 2021,2433806.0,,-2468185.0,5513.0,,
June 2021,73350.0,,-7743479.0,6702.0,1276.0,5426.0
September 2021,460708.0,,-3120091.0,11044.0,11044.0,
December 2021,221958.0,,2867579.0,26194.0,26194.0,
March 2022,253257.0,,1109684.0,38185.0,38185.0,
June 2022,306073.0,,-5315484.0,212452.0,18164.0,
