,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,-476500.0,,,
June 2012,-476500.0,,,
September 2012,-476500.0,,,
December 2012,-476500.0,,,
March 2013,-530000.0,,,
June 2013,1226000.0,,,
September 2013,2967000.0,,,
December 2013,2377000.0,191070000.0,95512000.0,66083000.0
March 2014,373000.0,191969000.0,91271000.0,67996000.0
June 2014,2307000.0,201817000.0,99338000.0,67349000.0
September 2014,6196000.0,234083000.0,128130000.0,68651000.0
December 2014,5056000.0,234162000.0,119288000.0,75504000.0
March 2015,1242000.0,275589000.0,117767000.0,
June 2015,6507000.0,305999000.0,129231000.0,
September 2015,9481000.0,347205000.0,138992000.0,
December 2015,9287000.0,373572000.0,150232000.0,
March 2016,5813000.0,392050000.0,158910000.0,
June 2016,9993000.0,424812000.0,173117000.0,
September 2016,11549000.0,441820000.0,184511000.0,
December 2016,11081000.0,462095000.0,192391000.0,
March 2017,6364000.0,609998000.0,246072000.0,
June 2017,11973000.0,699426000.0,327977000.0,
September 2017,12010000.0,723653000.0,341265000.0,
December 2017,10793000.0,738746000.0,354942000.0,
March 2018,6394000.0,722230000.0,328450000.0,
June 2018,16315000.0,845170000.0,451620000.0,
September 2018,15563000.0,863106000.0,458218000.0,
December 2018,16476000.0,834658000.0,411545000.0,
March 2019,8834000.0,877709000.0,408296000.0,
June 2019,18919000.0,916391000.0,436676000.0,
September 2019,21212000.0,1063682000.0,578497000.0,
December 2019,19194000.0,1099479000.0,581949000.0,
March 2020,15988000.0,1087064000.0,569736000.0,
June 2020,25337000.0,1131050000.0,619948000.0,
September 2020,28077000.0,1165445000.0,635456000.0,
December 2020,27837000.0,1187676000.0,623943000.0,
March 2021,17291000.0,1233616000.0,610165000.0,
June 2021,37213000.0,1273621000.0,636005000.0,
September 2021,34892000.0,1327128000.0,672921000.0,
December 2021,29367000.0,1653202000.0,859316000.0,
March 2022,33822000.0,1652749000.0,842228000.0,
June 2022,59904000.0,1702087000.0,816718000.0,
