,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,20000.0,-24000.0,,
June 2010,,20000.0,-46000.0,,
September 2010,,20000.0,-21000.0,,
December 2010,,20000.0,-19000.0,,
March 2011,,14000.0,-23000.0,,10000.0
June 2011,,11000.0,-20000.0,,
September 2011,,13000.0,-22000.0,,16000.0
December 2011,,9000.0,-19000.0,,8000.0
March 2012,,13000.0,-23000.0,,10000.0
June 2012,,14000.0,-24000.0,,4000.0
September 2012,,19000.0,-30000.0,,19000.0
December 2012,,14000.0,-26000.0,,9000.0
March 2013,,13000.0,-25000.0,,15000.0
June 2013,,14000.0,-26000.0,,9000.0
September 2013,,14000.0,-27000.0,,15000.0
December 2013,,14000.0,-28000.0,,22000.0
March 2014,,15000.0,-29000.0,,11000.0
June 2014,,14000.0,-29000.0,,12000.0
September 2014,,17000.0,-32000.0,,6000.0
December 2014,,12000.0,-26000.0,,8000.0
March 2015,,15000.0,-31000.0,,15000.0
June 2015,,21000.0,-38000.0,,8000.0
September 2015,,14000.0,-31000.0,,16000.0
December 2015,,13000.0,-30000.0,,8000.0
March 2016,,16000.0,-34000.0,14000.0,14000.0
June 2016,,14000.0,-32000.0,3000.0,
September 2016,,24000.0,-43000.0,,13000.0
December 2016,,95000.0,-115000.0,3000.0,
March 2017,,23000.0,-43000.0,,4000.0
June 2017,,22000.0,-43000.0,,1000.0
September 2017,,22000.0,-43000.0,,4000.0
December 2017,,-9000.0,-15000.0,,4000.0
March 2018,,21000.0,-45000.0,,5000.0
June 2018,,12000.0,-37000.0,,7000.0
September 2018,,7000.0,-33000.0,,3000.0
December 2018,,8000.0,-33000.0,,4000.0
March 2019,8000.0,8000.0,-34000.0,4000.0,4000.0
June 2019,,8000.0,-35000.0,,6000.0
September 2019,,8000.0,-34000.0,,1000.0
December 2019,,5000.0,-31000.0,,1000.0
March 2020,140902.0,7000.0,-140948.0,1000.0,1000.0
June 2020,285505.0,21000.0,-31946.0,0.0,0.0
September 2020,435934.0,25485.0,-304712.0,,0.0
December 2020,1089054.0,,-234195.0,2444876.0,0.0
March 2021,754161.0,,-438675.0,3907379.0,1207389.0
June 2021,583088.0,,-370008.0,4175394.0,1233134.0
September 2021,419211.0,,-336584.0,4357223.0,1245880.0
December 2021,617052.0,,-397171.0,4587233.0,1058344.0
March 2022,587201.0,,-578948.0,4465753.0,910053.0
June 2022,497351.0,,-491559.0,4050625.0,919976.0
