,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,22125000.0,156275000.0,-146550000.0,,,
June 2009,22125000.0,156275000.0,-146550000.0,,,
September 2009,22125000.0,156275000.0,-146550000.0,,,
December 2009,22125000.0,156275000.0,-146550000.0,,,
March 2010,22300000.0,138800000.0,-13000000.0,2758100000.0,1547900000.0,514100000.0
June 2010,22400000.0,140000000.0,13700000.0,2743400000.0,1589600000.0,500100000.0
September 2010,23100000.0,122800000.0,-7200000.0,2731700000.0,1594100000.0,500100000.0
December 2010,24200000.0,147800000.0,-104100000.0,2678000000.0,1535800000.0,512000000.0
March 2011,23400000.0,140600000.0,27500000.0,2723400000.0,1565600000.0,541900000.0
June 2011,24400000.0,142800000.0,69300000.0,2792000000.0,1630200000.0,557900000.0
September 2011,25100000.0,128900000.0,4700000.0,2577800000.0,1434400000.0,562400000.0
December 2011,23000000.0,134200000.0,-29600000.0,2494200000.0,1356300000.0,572000000.0
March 2012,24600000.0,143600000.0,39700000.0,2532000000.0,1442900000.0,509300000.0
June 2012,26000000.0,135500000.0,83600000.0,2571500000.0,1506100000.0,508200000.0
September 2012,26900000.0,139200000.0,2000000.0,2507900000.0,1460700000.0,491800000.0
December 2012,27800000.0,130500000.0,-75300000.0,2424200000.0,1360100000.0,482700000.0
March 2013,27300000.0,139100000.0,49800000.0,2444100000.0,1411400000.0,454600000.0
June 2013,28900000.0,132000000.0,80400000.0,2390700000.0,1380600000.0,416700000.0
September 2013,28500000.0,143100000.0,57800000.0,2416900000.0,1402500000.0,610100000.0
December 2013,34800000.0,155900000.0,581200000.0,2915800000.0,1508600000.0,789400000.0
March 2014,29400000.0,141000000.0,57000000.0,2945700000.0,1559800000.0,962800000.0
June 2014,29000000.0,143800000.0,88600000.0,3030800000.0,1659300000.0,932700000.0
September 2014,29700000.0,134900000.0,104400000.0,3065100000.0,1895200000.0,728700000.0
December 2014,31500000.0,136900000.0,-4300000.0,3134400000.0,1967800000.0,702400000.0
March 2015,30100000.0,140000000.0,57000000.0,3033800000.0,1874000000.0,899100000.0
June 2015,31800000.0,138400000.0,117800000.0,3100300000.0,1979000000.0,644400000.0
September 2015,30300000.0,135600000.0,75900000.0,3127000000.0,1815800000.0,821600000.0
December 2015,33700000.0,148300000.0,-9300000.0,3152500000.0,1804400000.0,662400000.0
March 2016,34600000.0,147700000.0,64800000.0,3122700000.0,1609400000.0,962900000.0
June 2016,35100000.0,153700000.0,108100000.0,3243600000.0,1732900000.0,938100000.0
September 2016,34500000.0,150300000.0,85400000.0,3241200000.0,1698800000.0,945700000.0
December 2016,35000000.0,154500000.0,17700000.0,3284700000.0,1688500000.0,950900000.0
March 2017,36600000.0,159300000.0,64900000.0,3273900000.0,1671000000.0,949900000.0
June 2017,36500000.0,158100000.0,119400000.0,3383700000.0,1777800000.0,923700000.0
September 2017,35500000.0,159300000.0,79000000.0,3399200000.0,1776700000.0,
December 2017,29900000.0,131400000.0,-116900000.0,3358200000.0,1846700000.0,
March 2018,37600000.0,163500000.0,72900000.0,3404600000.0,1862700000.0,
June 2018,39400000.0,168800000.0,79000000.0,3421000000.0,1886600000.0,
September 2018,36300000.0,199600000.0,70000000.0,4210900000.0,1866200000.0,
December 2018,8200000.0,-16700000.0,43400000.0,4291500000.0,1880100000.0,
March 2019,35000000.0,189600000.0,-36300000.0,4329800000.0,1937800000.0,
June 2019,33500000.0,126400000.0,77500000.0,4040800000.0,2011400000.0,
September 2019,29700000.0,120100000.0,-239300000.0,3654400000.0,1693600000.0,
December 2019,23400000.0,73500000.0,67100000.0,3564400000.0,1525800000.0,
March 2020,28900000.0,111300000.0,69000000.0,3904600000.0,1869800000.0,
June 2020,27700000.0,119200000.0,70700000.0,3739100000.0,1714100000.0,
September 2020,31200000.0,151300000.0,137900000.0,3690800000.0,1681200000.0,
December 2020,38100000.0,161900000.0,95100000.0,3770600000.0,1670500000.0,
March 2021,34100000.0,150800000.0,169300000.0,3943200000.0,1835700000.0,
June 2021,37500000.0,173600000.0,179400000.0,4138500000.0,1988000000.0,
September 2021,35500000.0,165900000.0,143100000.0,5180600000.0,2942000000.0,
December 2021,47400000.0,207500000.0,101500000.0,5425000000.0,2124600000.0,
March 2022,51400000.0,192700000.0,174200000.0,6093000000.0,2791200000.0,
June 2022,50200000.0,207200000.0,197300000.0,6166500000.0,2685400000.0,
