,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,192450000.0,,
June 2007,192450000.0,,
September 2007,192450000.0,,
December 2007,192450000.0,,
March 2008,198000000.0,207100000.0,
June 2008,211500000.0,231500000.0,
September 2008,216600000.0,,
December 2008,207900000.0,,5578300000.0
March 2009,191200000.0,223900000.0,5654000000.0
June 2009,212300000.0,220200000.0,5859200000.0
September 2009,290000000.0,,6214200000.0
December 2009,232500000.0,,7353400000.0
March 2010,202300000.0,,7041000000.0
June 2010,234700000.0,,7347700000.0
September 2010,225800000.0,,7570400000.0
December 2010,251400000.0,,7929200000.0
March 2011,224700000.0,,7887700000.0
June 2011,251400000.0,,8009500000.0
September 2011,247800000.0,,8819700000.0
December 2011,280500000.0,,9069900000.0
March 2012,277900000.0,,9197800000.0
June 2012,281700000.0,,9166000000.0
September 2012,259700000.0,,9355100000.0
December 2012,321300000.0,,9465700000.0
March 2013,269100000.0,,9361700000.0
June 2013,297400000.0,,9589400000.0
September 2013,295300000.0,,9940900000.0
December 2013,337800000.0,,10121300000.0
March 2014,281600000.0,,9922600000.0
June 2014,299500000.0,,9874600000.0
September 2014,286300000.0,,9846600000.0
December 2014,301900000.0,,9890400000.0
March 2015,276800000.0,,10353000000.0
June 2015,333400000.0,,10063800000.0
September 2015,277500000.0,,9815900000.0
December 2015,287200000.0,,9458900000.0
March 2016,259700000.0,63300000.0,9418300000.0
June 2016,293500000.0,63300000.0,9394900000.0
September 2016,276600000.0,63300000.0,9518700000.0
December 2016,839400000.0,63300000.0,9419600000.0
March 2017,262400000.0,161700000.0,9486000000.0
June 2017,321200000.0,166500000.0,9408200000.0
September 2017,292000000.0,235600000.0,9873600000.0
December 2017,355900000.0,-1120900000.0,9231400000.0
March 2018,299100000.0,213600000.0,9188000000.0
June 2018,298300000.0,217600000.0,9115600000.0
September 2018,272800000.0,208600000.0,8989600000.0
December 2018,296800000.0,212100000.0,8996800000.0
March 2019,300800000.0,173100000.0,9432000000.0
June 2019,305200000.0,614800000.0,9043300000.0
September 2019,340900000.0,135000000.0,8803700000.0
December 2019,324700000.0,135400000.0,8758500000.0
March 2020,273400000.0,176700000.0,8365400000.0
June 2020,230700000.0,161900000.0,8707000000.0
September 2020,251600000.0,228600000.0,8827200000.0
December 2020,285500000.0,177100000.0,9496300000.0
March 2021,271200000.0,181800000.0,9281000000.0
June 2021,279800000.0,222500000.0,8978100000.0
September 2021,247600000.0,232700000.0,8871000000.0
December 2021,252700000.0,168800000.0,8823500000.0
March 2022,263100000.0,293300000.0,8488700000.0
June 2022,221300000.0,194000000.0,8787300000.0
