,OperatingExpenses,NetIncomeLoss,Assets
March 2018,6710250.0,1140000.0,
June 2018,6710250.0,1140000.0,
September 2018,6710250.0,1140000.0,
December 2018,6710250.0,1140000.0,539590000.0
March 2019,8967000.0,1269000.0,
June 2019,11200000.0,1530000.0,
September 2019,11459000.0,1250000.0,
December 2019,12481000.0,531000.0,960811000.0
March 2020,14155000.0,832000.0,1027605000.0
June 2020,21830000.0,6222000.0,1585798000.0
September 2020,25427000.0,5063000.0,1523299000.0
December 2020,27375000.0,5579000.0,1498258000.0
March 2021,33071000.0,4228000.0,3167374000.0
June 2021,33898000.0,28646000.0,2764730000.0
September 2021,28267000.0,6810000.0,2699302000.0
December 2021,,12793000.0,2665139000.0
March 2022,,17756000.0,2724584000.0
June 2022,,1118000.0,2799643000.0
