,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,16750000.0,42200000.0,4988000.0,,,
September 2010,16750000.0,46718000.0,-16660000.0,,,
December 2010,16750000.0,47405000.0,5551000.0,,,
March 2011,16750000.0,53012000.0,11354000.0,916939000.0,427625000.0,489314000.0
June 2011,17550000.0,49438000.0,13125000.0,960605000.0,466723000.0,493882000.0
September 2011,17550000.0,50075000.0,1300000.0,900465000.0,433895000.0,466570000.0
December 2011,17550000.0,40700000.0,8296000.0,847832000.0,397939000.0,449893000.0
March 2012,17550000.0,48833000.0,15600000.0,893500000.0,427500000.0,465930000.0
June 2012,17100000.0,43224000.0,-1200000.0,868496000.0,422290000.0,446206000.0
September 2012,17100000.0,41318000.0,-12220000.0,832488000.0,400491000.0,
December 2012,17100000.0,42300000.0,-8700000.0,799600000.0,375400000.0,
March 2013,17100000.0,39458000.0,-2100000.0,818800000.0,399000000.0,
June 2013,15425000.0,42400000.0,10000000.0,823100000.0,412100000.0,
September 2013,15425000.0,46000000.0,4600000.0,897400000.0,474100000.0,
December 2013,15425000.0,44500000.0,-3600000.0,889500000.0,464500000.0,
March 2014,15425000.0,48800000.0,119400000.0,1032300000.0,498800000.0,
June 2014,15500000.0,42800000.0,13700000.0,1047100000.0,519500000.0,
September 2014,15500000.0,47800000.0,1700000.0,1012200000.0,502300000.0,
December 2014,15500000.0,45200000.0,9600000.0,964700000.0,474800000.0,
March 2015,15500000.0,48700000.0,-3200000.0,930900000.0,450800000.0,
June 2015,15275000.0,42800000.0,5100000.0,948100000.0,469000000.0,
September 2015,15275000.0,76800000.0,-22500000.0,942300000.0,459100000.0,
December 2015,15275000.0,43300000.0,8200000.0,921800000.0,441900000.0,
March 2016,15275000.0,41600000.0,7600000.0,920900000.0,412500000.0,
June 2016,16100000.0,44600000.0,8600000.0,925400000.0,417400000.0,
September 2016,16100000.0,48700000.0,-4100000.0,912000000.0,402100000.0,
December 2016,16100000.0,50700000.0,1700000.0,1392900000.0,494100000.0,
March 2017,16100000.0,61000000.0,8000000.0,1449500000.0,553300000.0,
June 2017,16450000.0,59200000.0,17000000.0,1520200000.0,600900000.0,
September 2017,16450000.0,62200000.0,15900000.0,1538000000.0,603400000.0,
December 2017,16450000.0,60800000.0,-28300000.0,1502200000.0,583600000.0,
March 2018,16450000.0,63600000.0,17600000.0,1573400000.0,643100000.0,
June 2018,17450000.0,59300000.0,22000000.0,1562700000.0,661300000.0,
September 2018,17450000.0,63400000.0,38500000.0,1556100000.0,653900000.0,
December 2018,17450000.0,57200000.0,18000000.0,1512700000.0,614900000.0,
March 2019,17450000.0,64200000.0,6300000.0,1538000000.0,646800000.0,
June 2019,14875000.0,63500000.0,8000000.0,1601300000.0,651900000.0,
September 2019,14875000.0,67400000.0,-4700000.0,1564500000.0,642400000.0,
December 2019,14875000.0,63500000.0,1200000.0,1535200000.0,611300000.0,
March 2020,14875000.0,55200000.0,-6700000.0,1536100000.0,633300000.0,
June 2020,11575000.0,44700000.0,-8600000.0,1516700000.0,616800000.0,
September 2020,11575000.0,50800000.0,8600000.0,1510900000.0,616400000.0,
December 2020,11575000.0,56100000.0,-195700000.0,1306700000.0,629400000.0,
March 2021,11575000.0,59300000.0,-15000000.0,1276700000.0,644800000.0,
June 2021,12575000.0,59400000.0,2300000.0,1326900000.0,691000000.0,
September 2021,12575000.0,51900000.0,400000.0,1322000000.0,696700000.0,
December 2021,12575000.0,50300000.0,74100000.0,1381400000.0,701600000.0,
March 2022,12575000.0,53500000.0,8400000.0,1427000000.0,757600000.0,
