,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2008,,-65122500.0,,
June 2008,,-65122500.0,,
September 2008,,-65122500.0,,
December 2008,,-65122500.0,,
March 2009,,-59129000.0,,
June 2009,,-2267000.0,,
September 2009,,7526000.0,,
December 2009,,14540000.0,1434765000.0,108600000.0
March 2010,,14205000.0,,
June 2010,,12459000.0,1513845000.0,107052000.0
September 2010,,9330000.0,1546923000.0,66475000.0
December 2010,,10300000.0,1746375000.0,160817000.0
March 2011,,20181000.0,1773261000.0,108070000.0
June 2011,,41028000.0,1826399000.0,100596000.0
September 2011,,16976000.0,1924468000.0,76637000.0
December 2011,,20636000.0,2212469000.0,328151000.0
March 2012,,3570000.0,2203625000.0,200025000.0
June 2012,,3028000.0,2236021000.0,97793000.0
September 2012,,3122000.0,2341487000.0,62381000.0
December 2012,,11981000.0,2444061000.0,80537000.0
March 2013,,7209000.0,2531199000.0,84299000.0
June 2013,,6722000.0,2629918000.0,88839000.0
September 2013,,7359000.0,2670755000.0,80858000.0
December 2013,,-23732000.0,2698505000.0,92489000.0
March 2014,,5442000.0,2681273000.0,88826000.0
June 2014,,8038000.0,2724536000.0,95041000.0
September 2014,,2474000.0,2675159000.0,124182000.0
December 2014,,-299381000.0,2173347000.0,64669000.0
March 2015,,-477077000.0,1630355000.0,60936000.0
June 2015,,-292867000.0,1347028000.0,45312000.0
September 2015,,-354588000.0,1024278000.0,48231000.0
December 2015,,-529439000.0,524998000.0,61847000.0
March 2016,,-108303000.0,433274000.0,40417000.0
June 2016,,,,
September 2016,,,,
December 2016,,,,
March 2017,31889000.0,17710000.0,,
June 2017,30032000.0,16241000.0,,
September 2017,31676000.0,12884000.0,,
December 2017,35131000.0,25136000.0,551270000.0,42569000.0
March 2018,31883000.0,8466000.0,534395000.0,26951000.0
June 2018,30817000.0,2319000.0,596996000.0,33533000.0
September 2018,37148000.0,7080000.0,680224000.0,41120000.0
December 2018,44061000.0,56750000.0,777520000.0,66324000.0
March 2019,43063000.0,16053000.0,822797000.0,43674000.0
June 2019,46325000.0,64704000.0,921188000.0,63072000.0
September 2019,47432000.0,27651000.0,941346000.0,60770000.0
December 2019,46508000.0,6248000.0,959816000.0,53308000.0
March 2020,140463000.0,-5858000.0,949209000.0,107606000.0
June 2020,291917000.0,-305976000.0,598034000.0,54032000.0
September 2020,32723000.0,-6896000.0,590679000.0,44584000.0
December 2020,30902000.0,9348000.0,583135000.0,34973000.0
March 2021,33082000.0,28380000.0,600450000.0,33840000.0
June 2021,36321000.0,-19951000.0,622943000.0,31811000.0
September 2021,39610000.0,-35943000.0,698335000.0,49862000.0
December 2021,52893000.0,114273000.0,819454000.0,55579000.0
March 2022,49927000.0,-64255000.0,831790000.0,51583000.0
June 2022,59131000.0,88790000.0,1452355000.0,136796000.0
