,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,1084080.0,114521.0,-871882.0,,
December 2010,762553.0,15612.0,-228069.0,,
March 2011,1050864.0,244184.0,-1030265.0,,
June 2011,,,,7888895.0,4221993.0
September 2011,1168659.0,251314.0,-1102224.0,,
December 2011,990949.0,189661.0,-628745.0,8447516.0,5155559.0
March 2012,967079.0,132237.0,-552886.0,7590353.0,4006672.0
June 2012,1174487.0,207367.0,-1205050.0,7505482.0,4136153.0
September 2012,1102381.0,141472.0,-993668.0,9659103.0,6496377.0
December 2012,940829.0,149176.0,-1154327.0,8716787.0,5736162.0
March 2013,1010024.0,155137.0,-715037.0,7889963.0,5092490.0
June 2013,1164195.0,181322.0,-993564.0,7055356.0,4443660.0
September 2013,1157211.0,146990.0,-1270906.0,9334688.0,6902360.0
December 2013,1010461.0,170030.0,-926972.0,8187662.0,5924556.0
March 2014,1039901.0,153611.0,-2083439.0,27199964.0,25107326.0
June 2014,1184174.0,198172.0,-1677805.0,26549255.0,19214900.0
September 2014,1106304.0,176610.0,-785862.0,25539315.0,13727763.0
December 2014,982350.0,140627.0,-906954.0,24585098.0,12825097.0
March 2015,1106209.0,141399.0,-953553.0,23584335.0,11887527.0
June 2015,1308717.0,156135.0,-1034682.0,23003284.0,16325522.0
September 2015,1174036.0,143903.0,-1019110.0,21908898.0,15340373.0
December 2015,1437000.0,58000.0,-1311588.0,20744032.0,14283089.0
March 2016,1393326.0,183187.0,-1195000.0,19796058.0,13240163.0
June 2016,1206638.0,142910.0,-1184813.0,18102000.0,13629000.0
September 2016,1623000.0,172000.0,-1498000.0,16685000.0,14925000.0
December 2016,1478000.0,150000.0,-1450000.0,14985000.0,13179000.0
March 2017,1682000.0,327000.0,-1360000.0,13941000.0,11923000.0
June 2017,2362000.0,316000.0,-1854000.0,12269000.0,10291000.0
September 2017,1817000.0,362000.0,-1546000.0,10781000.0,8866000.0
December 2017,1999000.0,340000.0,-1463000.0,9378000.0,7417000.0
March 2018,1948000.0,473000.0,-1332000.0,8322000.0,6325000.0
June 2018,2807000.0,571000.0,-2343000.0,7455000.0,5446000.0
September 2018,2042000.0,420000.0,-1508000.0,13344000.0,11268000.0
December 2018,2194000.0,414000.0,-1414000.0,11911000.0,9820000.0
March 2019,2042000.0,299000.0,-1127000.0,10579000.0,8431000.0
June 2019,2023000.0,341000.0,-1095000.0,9422000.0,7315000.0
September 2019,2072000.0,233000.0,-816000.0,10124000.0,6806000.0
December 2019,2014000.0,277000.0,-897000.0,8933000.0,5631000.0
March 2020,2254000.0,294000.0,-545000.0,8962000.0,5719000.0
June 2020,2260000.0,322000.0,-1188000.0,8699000.0,5507000.0
September 2020,1960000.0,312000.0,-713000.0,8025000.0,4746000.0
December 2020,2040000.0,285000.0,-868000.0,15513000.0,12289000.0
March 2021,2128000.0,362000.0,-745000.0,71280000.0,68074000.0
June 2021,2439000.0,468000.0,-1061000.0,70416000.0,67302000.0
September 2021,3303000.0,702000.0,-2243000.0,68710000.0,64958000.0
December 2021,2855000.0,535000.0,-1604000.0,67252000.0,63604000.0
March 2022,2817000.0,549000.0,-1347000.0,66113000.0,62758000.0
June 2022,3032000.0,796000.0,-2078000.0,64439000.0,59329000.0
