,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2018,725.0,-1450.0,,
March 2019,725.0,0.0,,
June 2019,0.0,0.0,25000.0,25000.0
September 2019,100.0,-100.0,,
December 2019,435.0,-435.0,,
March 2020,38589.0,-11461.0,66509971.0,844661.0
June 2020,33000.0,-33000.0,66482977.0,791041.0
September 2020,440386.0,-307000.0,66334714.0,636696.0
December 2020,10202025.0,-10370539.0,63192000.0,63110000.0
March 2021,9625000.0,-6276000.0,58000000.0,54408000.0
June 2021,17393000.0,-2034000.0,91137000.0,86505000.0
September 2021,17931000.0,-24524000.0,129425000.0,123248000.0
December 2021,17707000.0,-6472000.0,117676000.0,111841000.0
March 2022,21627000.0,-16424000.0,103881000.0,98064000.0
June 2022,19623000.0,-18421000.0,87744000.0,82386000.0
