,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,20558750.0,-93223250.0,,
June 2015,20558750.0,-93223250.0,,
September 2015,20558750.0,-93223250.0,,
December 2015,20558750.0,-93223250.0,,
March 2016,28098000.0,-104576000.0,,
June 2016,36052000.0,-115894000.0,,
September 2016,54562000.0,-124228000.0,,
December 2016,64964000.0,-169945000.0,1722792000.0,1179985000.0
March 2017,805848000.0,-2208837000.0,4041777000.0,3463206000.0
June 2017,255735000.0,-443093000.0,3875474000.0,3046898000.0
September 2017,239442000.0,-443159000.0,3542380000.0,2547731000.0
December 2017,233838000.0,-349977000.0,3421566000.0,2366794000.0
March 2018,200986000.0,-385785000.0,3182030000.0,2111231000.0
June 2018,203246000.0,-353310000.0,2950713000.0,1868850000.0
September 2018,203510000.0,-325148000.0,2783776000.0,1725127000.0
December 2018,164443000.0,-191668000.0,2714106000.0,1675928000.0
March 2019,216185000.0,-310407000.0,2825743000.0,1532840000.0
June 2019,236199000.0,-255174000.0,2776025000.0,1539755000.0
September 2019,211599000.0,-227375000.0,3864372000.0,2677063000.0
December 2019,219526000.0,-240704000.0,4011924000.0,2643986000.0
March 2020,238613000.0,-305936000.0,3898510000.0,2527871000.0
June 2020,260863000.0,-325951000.0,4704029000.0,3258349000.0
September 2020,283639000.0,-199853000.0,4817774000.0,3315714000.0
December 2020,318446000.0,-113099000.0,5024238000.0,3337975000.0
March 2021,348580000.0,-286882000.0,5058780000.0,3238699000.0
June 2021,370671000.0,-151664000.0,6820815000.0,4336959000.0
September 2021,412021000.0,-71959000.0,7111165000.0,4472029000.0
December 2021,434195000.0,22550000.0,7536306000.0,4854002000.0
March 2022,455563000.0,-359624000.0,8944937000.0,6059808000.0
June 2022,505037000.0,-422067000.0,8790791000.0,6015234000.0
