,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,3600000.0,48764500.0,,,
June 2009,3600000.0,48764500.0,,,
September 2009,3600000.0,48764500.0,,,
December 2009,3600000.0,48764500.0,,655620000.0,
March 2010,3650000.0,43645000.0,,,
June 2010,3650000.0,48953000.0,,,
September 2010,3650000.0,48223000.0,,,
December 2010,3650000.0,51639000.0,,687432000.0,261160000.0
March 2011,3850000.0,47016000.0,,,
June 2011,3850000.0,52925000.0,,678356000.0,251915000.0
September 2011,3850000.0,53854000.0,,677438000.0,256050000.0
December 2011,3850000.0,48280000.0,,688091000.0,264893000.0
March 2012,3825000.0,47601000.0,12880750.0,676256000.0,245207000.0
June 2012,3825000.0,53604000.0,12880750.0,664812000.0,235059000.0
September 2012,3825000.0,50694000.0,12880750.0,668784000.0,237676000.0
December 2012,3825000.0,54523000.0,12880750.0,695053000.0,258522000.0
March 2013,4450000.0,53729000.0,6074000.0,664656000.0,225856000.0
June 2013,4450000.0,57473000.0,7888000.0,679591000.0,236158000.0
September 2013,4450000.0,55288000.0,8230000.0,673370000.0,228541000.0
December 2013,4450000.0,58425000.0,746000.0,677334000.0,236199000.0
March 2014,4800000.0,64722000.0,7832000.0,804430000.0,263147000.0
June 2014,4800000.0,74805000.0,10853000.0,829058000.0,280117000.0
September 2014,4800000.0,71647000.0,15597000.0,837867000.0,282385000.0
December 2014,4800000.0,75627000.0,12316000.0,868943000.0,311819000.0
March 2015,5175000.0,73010000.0,17411000.0,869893000.0,318053000.0
June 2015,5175000.0,72936000.0,17239000.0,851366000.0,297582000.0
September 2015,5175000.0,72062000.0,17861000.0,842260000.0,288890000.0
December 2015,5175000.0,81468000.0,21444000.0,856085000.0,308772000.0
March 2016,5425000.0,75915000.0,17411000.0,847465000.0,301337000.0
June 2016,5425000.0,80590000.0,21641000.0,849000000.0,299345000.0
September 2016,5425000.0,77598000.0,19161000.0,849055000.0,287476000.0
December 2016,5425000.0,81365000.0,32679000.0,858613000.0,276808000.0
March 2017,4800000.0,75038000.0,15396000.0,856579000.0,272227000.0
June 2017,4800000.0,77976000.0,12938000.0,864648000.0,276520000.0
September 2017,4800000.0,78883000.0,19132000.0,875192000.0,282609000.0
December 2017,4800000.0,74095000.0,32693000.0,861041000.0,278270000.0
March 2018,5025000.0,84725000.0,15300000.0,1235502000.0,327471000.0
June 2018,5025000.0,93600000.0,13100000.0,1206555000.0,316464000.0
September 2018,5025000.0,88700000.0,20323000.0,1212288000.0,322641000.0
December 2018,5025000.0,96675000.0,24542000.0,1226900000.0,331600000.0
March 2019,4100000.0,94500000.0,18000000.0,1314100000.0,324300000.0
June 2019,4100000.0,106800000.0,21700000.0,1333500000.0,337400000.0
September 2019,4100000.0,103600000.0,17500000.0,1354400000.0,341900000.0
December 2019,4100000.0,107000000.0,10300000.0,1357900000.0,340600000.0
March 2020,3550000.0,103300000.0,10900000.0,1496300000.0,490500000.0
June 2020,3550000.0,84800000.0,-9600000.0,1361400000.0,344400000.0
September 2020,3550000.0,90800000.0,,1389600000.0,356500000.0
December 2020,3550000.0,96500000.0,,1453100000.0,364800000.0
March 2021,,89800000.0,,1451300000.0,348000000.0
