,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,1856500.0,1149250.0,-1567750.0,,
June 2012,1856500.0,1149250.0,-1567750.0,,
September 2012,1856500.0,1149250.0,-1567750.0,,
December 2012,1856500.0,1149250.0,-1567750.0,,
March 2013,1510000.0,922000.0,-2632000.0,,
June 2013,3054000.0,2021000.0,5337000.0,,
September 2013,4559000.0,3764000.0,-4575000.0,,
December 2013,3078000.0,1978000.0,-2093000.0,18083000.0,14558000.0
March 2014,3599000.0,2201000.0,-3383000.0,71555000.0,68226000.0
June 2014,4672000.0,3200000.0,-3645000.0,68194000.0,65055000.0
September 2014,7728000.0,6208000.0,-6545000.0,62372000.0,59410000.0
December 2014,5250000.0,3459000.0,-4172000.0,55934000.0,53150000.0
March 2015,5207000.0,3385000.0,-4689000.0,51654000.0,49057000.0
June 2015,6606000.0,4684000.0,-5684000.0,46441000.0,44031000.0
September 2015,7449000.0,5584000.0,-4787000.0,117897000.0,115680000.0
December 2015,9729000.0,7568000.0,-9530000.0,110897000.0,108934000.0
March 2016,10993000.0,8546000.0,-10692000.0,102013000.0,99474000.0
June 2016,13405000.0,10760000.0,-13075000.0,92045000.0,89143000.0
September 2016,11773000.0,9671000.0,-11542000.0,80152000.0,77018000.0
December 2016,22315000.0,20276000.0,-21971000.0,63828000.0,61445000.0
March 2017,23236000.0,20836000.0,-22204000.0,43299000.0,41031000.0
June 2017,9633000.0,6961000.0,-9300000.0,117973000.0,115805000.0
September 2017,12956000.0,9151000.0,-12444000.0,108047000.0,105976000.0
December 2017,14571000.0,11576000.0,-14177000.0,97004000.0,95058000.0
March 2018,17124000.0,13427000.0,-16767000.0,80635000.0,78813000.0
June 2018,20687000.0,17002000.0,-17194000.0,139893000.0,138526000.0
September 2018,25530000.0,22303000.0,-19400000.0,212704000.0,211388000.0
December 2018,27510000.0,22799000.0,-20652000.0,190823000.0,168139000.0
March 2019,27516000.0,23608000.0,-21960000.0,170587000.0,144159000.0
June 2019,29350000.0,24356000.0,-22960000.0,149641000.0,124771000.0
September 2019,40218000.0,35992000.0,-32842000.0,263795000.0,203462000.0
December 2019,34481000.0,29864000.0,-28611000.0,232959000.0,165656000.0
March 2020,38094000.0,33536000.0,-28922000.0,196173000.0,132669000.0
June 2020,31518000.0,26108000.0,-25068000.0,168613000.0,141915000.0
September 2020,26286000.0,21067000.0,-16509000.0,147136000.0,132837000.0
December 2020,33799000.0,27140000.0,78909000.0,271157000.0,195065000.0
March 2021,25496000.0,19131000.0,-23301000.0,250228000.0,188351000.0
June 2021,30876000.0,25225000.0,-30745000.0,221454000.0,164473000.0
September 2021,21396000.0,15514000.0,-1013000.0,225092000.0,171499000.0
December 2021,34343000.0,22831000.0,-33382000.0,247056000.0,173290000.0
March 2022,32701000.0,21273000.0,-27749000.0,223866000.0,151762000.0
June 2022,27475000.0,19905000.0,-4206000.0,226572000.0,176166000.0
