,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2011,,1012471.3333333334,-1160392.6666666667,,
September 2011,,1012471.3333333334,-1160392.6666666667,,
December 2011,,1012471.3333333334,-1160392.6666666667,3434636.0,1627430.0
March 2012,,1463130.0,-1632432.0,,
June 2012,,1283408.0,-1464003.0,,
September 2012,,1111021.5,-1282748.5,,
December 2012,,1111021.5,-1282748.5,2961291.0,1283565.0
March 2013,581132.0,1081187.0,-1212155.0,2713698.0,1077491.0
June 2013,581132.0,874975.0,-891268.0,2478370.0,872409.0
September 2013,581132.0,,-300718.0,,
December 2013,581132.0,,-300718.0,2353546.0,818354.0
March 2014,202113.0,,-291696.5,,
June 2014,202113.0,,-291696.5,,
September 2014,202113.0,,-291696.5,,
December 2014,202113.0,,-291696.5,1929372.0,528040.0
