,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,1225.0,-1225.0,,,
March 2011,101.75,-101.75,,,
June 2011,101.75,-101.75,,,
September 2011,101.75,-101.75,,,
December 2011,101.75,-101.75,,,
March 2012,6930.0,-6930.0,19241.0,177.0,19064.0
June 2012,11660.0,-11660.0,19251.0,187.0,19064.0
September 2012,20238.0,-20238.0,44758.0,25694.0,19064.0
December 2012,3603.0,-3630.0,27437.0,8373.0,19064.0
March 2013,65838.0,-75614.0,125114.0,106050.0,19064.0
June 2013,152325.0,-193874.0,569880.0,350816.0,219064.0
September 2013,110892.0,-155508.0,472883.0,230740.0,242143.0
