,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,6952000.0,-5939000.0,,
June 2017,7141000.0,-5863000.0,,
September 2017,8177000.0,-7000000.0,,
December 2017,7562000.0,-6690000.0,49115000.0,42379000.0
March 2018,8142000.0,-6735000.0,43415000.0,35227000.0
June 2018,9126000.0,-9023000.0,102723000.0,97111000.0
September 2018,10252000.0,-10168000.0,94786000.0,89499000.0
December 2018,10765000.0,-8606000.0,85927000.0,81002000.0
March 2019,12403000.0,-11691000.0,81280000.0,69900000.0
June 2019,10617000.0,-10516000.0,69308000.0,58598000.0
September 2019,10335000.0,-11923000.0,57884000.0,47978000.0
December 2019,10354000.0,2297000.0,49423000.0,40591000.0
March 2020,9498000.0,-6094000.0,38939000.0,31185000.0
June 2020,5129000.0,-7393000.0,31055000.0,23949000.0
September 2020,5003000.0,-49983000.0,139870000.0,133416000.0
December 2020,6108000.0,-11338000.0,250916000.0,244912000.0
March 2021,8213000.0,-11728000.0,237610000.0,232069000.0
June 2021,12388000.0,-16549000.0,228516000.0,221350000.0
September 2021,14798000.0,-19084000.0,215385000.0,207504000.0
December 2021,20514000.0,-24912000.0,232092000.0,222633000.0
March 2022,25470000.0,-30634000.0,206869000.0,194733000.0
June 2022,29479000.0,-34927000.0,366052000.0,330675000.0
