,OperatingExpenses,NetIncomeLoss,Assets
March 2009,174054500.0,10379000.0,
June 2009,174054500.0,10379000.0,
September 2009,166787000.0,16589000.0,
December 2009,275000000.0,-52336000.0,7729110000.0
March 2010,166004000.0,16956000.0,
June 2010,159673000.0,1116000.0,
September 2010,163555000.0,17939000.0,7615480000.0
December 2010,154953000.0,26140000.0,7506554000.0
March 2011,168592000.0,47319000.0,7457341000.0
June 2011,165278000.0,20376000.0,7445597000.0
September 2011,215330000.0,-16726000.0,7422495000.0
December 2011,143395000.0,82967000.0,6719428000.0
March 2012,154767000.0,26049000.0,6632108000.0
June 2012,160415000.0,29391000.0,6913611000.0
September 2012,154778000.0,8074000.0,6890316000.0
December 2012,185511000.0,68086000.0,7089736000.0
March 2013,170446000.0,30313000.0,6990077000.0
June 2013,178503000.0,11724000.0,7034643000.0
September 2013,159841000.0,34324000.0,6866665000.0
December 2013,,8843000.0,6769687000.0
March 2014,185074000.0,55294000.0,6703849000.0
June 2014,159680000.0,37958000.0,6701514000.0
September 2014,161328000.0,49342000.0,6632711000.0
December 2014,,76556000.0,6616299000.0
March 2015,175877000.0,46164000.0,6543600000.0
June 2015,163985000.0,41895000.0,
September 2015,168629000.0,37569000.0,6695735000.0
December 2015,,-22257000.0,6479991000.0
March 2016,199248000.0,40074000.0,6383928000.0
June 2016,202909000.0,62919000.0,6280136000.0
September 2016,214994000.0,1059000.0,6174321000.0
December 2016,,68830000.0,6104640000.0
March 2017,160914000.0,34115000.0,6126149000.0
June 2017,206927000.0,41396000.0,5808333000.0
September 2017,174489000.0,8965000.0,5743756000.0
December 2017,,36464000.0,5704808000.0
March 2018,176062000.0,903000.0,5702570000.0
June 2018,201326000.0,-23797000.0,5582009000.0
September 2018,163546000.0,-1367000.0,5491019000.0
December 2018,,-54307000.0,5340853000.0
March 2019,266449000.0,-38976000.0,5161948000.0
June 2019,177525000.0,-24177000.0,5048140000.0
September 2019,245938000.0,-78893000.0,4769918000.0
