,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2012,57.666666666666664,,57.666666666666664,,
March 2013,57.666666666666664,,57.666666666666664,,
June 2013,57.666666666666664,,57.666666666666664,,
September 2013,8562.0,,-8562.0,,
December 2013,12265.0,,-12265.0,,
March 2014,14309.0,,-14309.0,,
June 2014,,,69980.0,,
September 2014,,,41426.0,,
December 2014,,,,953072.0,797749.0
March 2015,57698.0,9000.0,115041.0,897214.0,764999.0
June 2015,206768.0,9000.0,165787.0,2594078.0,1192762.0
