,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,,4718000.0,,
June 2008,,4718000.0,,
September 2008,,4718000.0,,
December 2008,,4718000.0,,
March 2009,29045000.0,-7552000.0,,
June 2009,30480000.0,-250000.0,,
September 2009,32619000.0,38576000.0,,
December 2009,,15633000.0,915349000.0,557628000.0
March 2010,42970000.0,19739000.0,,
June 2010,46459000.0,29735000.0,1052362000.0,716810000.0
September 2010,49587000.0,28116000.0,1136613000.0,707418000.0
December 2010,,-23217000.0,1154844000.0,734770000.0
March 2011,,21054000.0,1192653000.0,783583000.0
