,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,,,
June 2012,1001.0,,
September 2012,1001.0,,
December 2012,1001.0,1001.0,0.0
March 2013,1001.0,,
June 2013,34645.0,1001.0,33644.0
