,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2014,244.0,,-244.0,6030.0,6030.0
March 2015,6918.0,418.0,-6918.0,,
June 2015,1676.0,176.0,-1676.0,13736.0,12586.0
September 2015,18665.0,17165.0,-14665.0,13281.0,
December 2015,5604.0,4104.0,-5604.0,15467.0,14535.0
March 2016,6076.0,1776.0,-6076.0,9391.0,
June 2016,11206.0,4578.0,-11206.0,29522.0,29522.0
September 2016,13494.0,2500.0,-13494.0,22868.0,22868.0
December 2016,8477.0,1880.0,-8477.0,19479.0,0.0
March 2017,1000.0,,-1000.0,0.0,0.0
June 2017,1300.0,,-1300.0,0.0,0.0
September 2017,1300.0,,-1000.0,0.0,0.0
December 2017,2440.0,,-2740.0,0.0,0.0
March 2018,1300.0,,-1300.0,0.0,0.0
June 2018,1300.0,,-1300.0,0.0,0.0
September 2018,1300.0,,-1300.0,0.0,0.0
December 2018,2740.0,,-2740.0,0.0,0.0
March 2019,1300.0,,-1300.0,0.0,0.0
June 2019,1300.0,,-1300.0,0.0,0.0
September 2019,1300.0,,-1300.0,0.0,0.0
December 2019,2740.0,,-2740.0,0.0,0.0
March 2020,5366.0,,-5366.0,0.0,0.0
June 2020,2270.0,,-2270.0,0.0,0.0
September 2020,1759.0,,-1759.0,0.0,0.0
December 2020,11065.0,,-11065.0,0.0,0.0
March 2021,1599.0,,-1599.0,0.0,0.0
June 2021,3091.0,,-3091.0,0.0,
September 2021,2118.0,,-2118.0,0.0,
December 2021,3045.0,,40220.0,0.0,0.0
March 2022,1469.0,,-1469.0,,
