,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2017,45000.0,,45000.0,15238750.0,,
September 2017,45000.0,,45000.0,15238750.0,,
December 2017,45000.0,,45000.0,15238750.0,,
March 2018,45000.0,,45000.0,15238750.0,,
June 2018,31000.0,,289750.0,-17501000.0,,
September 2018,31000.0,,289750.0,-18591000.0,,
December 2018,126000.0,,289750.0,-12388000.0,,
March 2019,971000.0,,289750.0,48480000.0,1298823000.0,5563000.0
June 2019,251000.0,2889750.0,251000.0,-37517000.0,1307926000.0,5584000.0
September 2019,49501000.0,2889750.0,1138000.0,-93935000.0,2144496000.0,23825000.0
December 2019,-76000.0,2889750.0,1115000.0,50735000.0,2219753000.0,25316000.0
March 2020,858300000.0,2889750.0,37389000.0,-866881000.0,10107380000.0,1401181000.0
June 2020,701863000.0,55734000.0,165474000.0,-58694000.0,10264094000.0,1058144000.0
September 2020,752591000.0,54052000.0,171606000.0,-42622000.0,10210213000.0,1055852000.0
December 2020,722414000.0,58323000.0,161959000.0,2196000.0,10147812000.0,1088256000.0
March 2021,813483000.0,58927000.0,187606000.0,-13090000.0,10112616000.0,1118829000.0
June 2021,823714000.0,71240000.0,177955000.0,-3605000.0,10031851000.0,1135521000.0
September 2021,815632000.0,67070000.0,183041000.0,-36404000.0,9849728000.0,1062195000.0
December 2021,837355000.0,67314000.0,187275000.0,-24472000.0,9847980000.0,1153262000.0
March 2022,867303000.0,72306000.0,186283000.0,7091000.0,9932495000.0,1312907000.0
June 2022,857216000.0,74197000.0,197886000.0,-23168000.0,9636981000.0,1146401000.0
