,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,5420250.0,,,
June 2009,,5420250.0,,,
September 2009,,5420250.0,,,
December 2009,,5420250.0,,,
March 2010,,8926000.0,,,
June 2010,,7932000.0,,,
September 2010,,9536000.0,,,
December 2010,,8489000.0,153111000.0,20452000.0,19000.0
March 2011,,7740000.0,,,
June 2011,,9770000.0,146293000.0,22457000.0,19000.0
September 2011,,11506000.0,144996000.0,25975000.0,19000.0
December 2011,,13199000.0,142769000.0,28456000.0,19000.0
March 2012,,7298000.0,135914000.0,25913000.0,19000.0
June 2012,,8680000.0,127772000.0,22253000.0,19000.0
September 2012,,8129000.0,121955000.0,20435000.0,19000.0
December 2012,,13915000.0,123800000.0,26070000.0,19000.0
March 2013,,7648000.0,117994000.0,23650000.0,19000.0
June 2013,,12025000.0,116625000.0,25549000.0,19000.0
September 2013,,10749000.0,114700000.0,27171000.0,19000.0
December 2013,,13154000.0,112785000.0,28198000.0,
March 2014,,12897000.0,110902000.0,28832000.0,
June 2014,,12669000.0,108013000.0,28736000.0,
September 2014,,10969000.0,103521000.0,30443000.0,
December 2014,,8704000.0,97509000.0,26484000.0,
March 2015,,4031000.0,86497000.0,18004000.0,
June 2015,,3816000.0,81125000.0,14912000.0,
September 2015,,2683000.0,78460000.0,15314000.0,
December 2015,,2725000.0,73729000.0,12780000.0,
March 2016,433250.0,1498000.0,68946000.0,10203000.0,
June 2016,433250.0,5951000.0,70738000.0,14252000.0,
September 2016,433250.0,6647000.0,69296000.0,14904000.0,
December 2016,433250.0,6871000.0,67211000.0,14769000.0,
March 2017,615000.0,8522000.0,68522000.0,17798000.0,
June 2017,615000.0,8449000.0,91341000.0,19818000.0,
September 2017,615000.0,7224000.0,88305000.0,19088000.0,
December 2017,615000.0,14229000.0,92047000.0,25355000.0,
March 2018,690500.0,10963000.0,90829000.0,26255000.0,
June 2018,690500.0,16364000.0,93487000.0,31197000.0,
September 2018,690500.0,9279000.0,85472000.0,25584000.0,
December 2018,690500.0,17301000.0,87923000.0,30118000.0,
March 2019,,13979000.0,132187000.0,31986000.0,
June 2019,,13596000.0,128387000.0,32535000.0,
September 2019,,12867000.0,123974000.0,31903000.0,
December 2019,,12323000.0,116883000.0,28282000.0,
March 2020,,8761000.0,113364000.0,28181000.0,
June 2020,,1192000.0,97393000.0,15211000.0,
September 2020,,5619000.0,94629000.0,21348000.0,
December 2020,,6295000.0,88327000.0,18221000.0,
March 2021,,11801000.0,91278000.0,23570000.0,
June 2021,,16509000.0,109414000.0,32343000.0,
September 2021,,18031000.0,110306000.0,36551000.0,
December 2021,,23833000.0,146807000.0,46661000.0,
March 2022,,30624000.0,168005000.0,58601000.0,
June 2022,,37324000.0,177195000.0,72648000.0,
