,NetIncomeLoss,Assets,AssetsCurrent
March 2007,194575000.0,,
June 2007,194575000.0,,
September 2007,194575000.0,,
December 2007,194575000.0,,
March 2008,213650000.0,,
June 2008,213650000.0,,
September 2008,189100000.0,,
December 2008,234700000.0,6069000000.0,1420600000.0
March 2009,158900000.0,,
June 2009,124100000.0,,
September 2009,35600000.0,6154900000.0,1419300000.0
December 2009,-32800000.0,6142900000.0,1164200000.0
March 2010,73000000.0,6119500000.0,692500000.0
June 2010,57500000.0,6192600000.0,636200000.0
September 2010,36500000.0,6919500000.0,1003100000.0
December 2010,52100000.0,6871700000.0,822700000.0
March 2011,30100000.0,6925500000.0,464200000.0
