,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,667250000.0,-512500000.0,
June 2007,667250000.0,-512500000.0,
September 2007,667250000.0,-512500000.0,
December 2007,667250000.0,-512500000.0,
March 2008,512000000.0,-2186000000.0,
June 2008,512000000.0,-2300000000.0,
September 2008,401000000.0,-28994000000.0,
December 2008,554000000.0,-25227000000.0,912404000000.0
March 2009,523000000.0,-23168000000.0,
June 2009,510000000.0,-14754000000.0,911382000000.0
September 2009,562000000.0,-18872000000.0,890275000000.0
December 2009,612000000.0,-15175000000.0,869141000000.0
March 2010,605000000.0,-11530000000.0,3293755000000.0
June 2010,670000000.0,-1218000000.0,3256267000000.0
September 2010,730000000.0,-1339000000.0,3229622000000.0
December 2010,592000000.0,73000000.0,3221972000000.0
March 2011,605000000.0,-6471000000.0,3227042000000.0
June 2011,569000000.0,-2893000000.0,3196112000000.0
September 2011,591000000.0,-5085000000.0,3213877000000.0
December 2011,,-2406000000.0,3211484000000.0
March 2012,,2719000000.0,3209940000000.0
June 2012,,5114000000.0,3195620000000.0
September 2012,,1821000000.0,3226250000000.0
December 2012,,7570000000.0,3222422000000.0
March 2013,,58685000000.0,3320675000000.0
June 2013,,10084000000.0,3280665000000.0
September 2013,,8737000000.0,3281222000000.0
December 2013,,6457000000.0,3270108000000.0
March 2014,,5325000000.0,3226505000000.0
June 2014,,3666000000.0,3218817000000.0
September 2014,,3905000000.0,3230316000000.0
December 2014,,1312000000.0,3248176000000.0
March 2015,,1888000000.0,3238113000000.0
June 2015,,4640000000.0,3225400000000.0
September 2015,,1960000000.0,3230782000000.0
December 2015,,2466000000.0,3221917000000.0
March 2016,,1136000000.0,3221701000000.0
June 2016,,2946000000.0,3234893000000.0
September 2016,,3196000000.0,3255942000000.0
December 2016,,5035000000.0,3287968000000.0
March 2017,,2773000000.0,3303754000000.0
June 2017,,3200000000.0,3309230000000.0
September 2017,,3023000000.0,3330759000000.0
December 2017,,-6533000000.0,3345529000000.0
March 2018,,4261000000.0,3364402000000.0
June 2018,,4457000000.0,3363364000000.0
September 2018,,4011000000.0,3401105000000.0
December 2018,,3230000000.0,3418318000000.0
March 2019,,2400000000.0,3421034000000.0
June 2019,,3432000000.0,3443287000000.0
September 2019,,3963000000.0,3494436000000.0
December 2019,,4365000000.0,3503319000000.0
March 2020,,461000000.0,3601356000000.0
June 2020,,2545000000.0,3760676000000.0
September 2020,,4229000000.0,3864603000000.0
December 2020,,4570000000.0,3985749000000.0
March 2021,,4993000000.0,4070103000000.0
June 2021,,7152000000.0,4158038000000.0
September 2021,,4842000000.0,4209209000000.0
December 2021,,5189000000.0,4229166000000.0
March 2022,,4408000000.0,4285029000000.0
June 2022,,4653000000.0,4288967000000.0
