,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,4819000.0,-8213000.0,,
June 2017,3170000.0,-6083000.0,,
September 2017,4859000.0,-5418000.0,,
December 2017,4590000.0,-4942000.0,26478000.0,25340000.0
March 2018,6626000.0,-7334000.0,,
June 2018,3885000.0,-1424000.0,16096000.0,14430000.0
September 2018,6907000.0,-7909000.0,38573000.0,36282000.0
December 2018,5582000.0,-5438000.0,31611000.0,28347000.0
March 2019,7118000.0,-8063000.0,23250000.0,20511000.0
June 2019,6653000.0,-8383000.0,15874000.0,13357000.0
September 2019,6011000.0,-7587000.0,34367000.0,31090000.0
December 2019,4301000.0,-5648000.0,27967000.0,25837000.0
March 2020,4917000.0,-6504000.0,22007000.0,19976000.0
June 2020,3647000.0,-4220000.0,18115000.0,16148000.0
September 2020,4161000.0,-5786000.0,12106000.0,10194000.0
December 2020,4231000.0,-5823000.0,15117000.0,12755000.0
March 2021,4955000.0,-6891000.0,17569000.0,15102000.0
June 2021,4573000.0,-5490000.0,11387000.0,8937000.0
September 2021,19842000.0,-21002000.0,26085000.0,23581000.0
December 2021,7566000.0,-8810000.0,26796000.0,24390000.0
March 2022,6450000.0,-7766000.0,23817000.0,19769000.0
June 2022,6348000.0,-7979000.0,16686000.0,12913000.0
