,OperatingExpenses,NetIncomeLoss,Assets
March 2012,,0.0,
June 2012,991000.0,4261000.0,2064860000.0
September 2012,2123000.0,28194000.0,5160600000.0
December 2012,3216000.0,24822000.0,5364964000.0
March 2013,3850000.0,-28499000.0,4789918000.0
June 2013,3367000.0,-27654000.0,4477972000.0
September 2013,3516000.0,7543000.0,3869131000.0
December 2013,3527000.0,20755000.0,3094877000.0
March 2014,3880000.0,-8441000.0,3398284000.0
June 2014,4934000.0,67574000.0,4987282000.0
September 2014,5016000.0,26136000.0,4688034000.0
December 2014,4930000.0,15444000.0,4909277000.0
March 2015,5567000.0,14146000.0,4666582000.0
June 2015,,-1693000.0,4282504000.0
September 2015,,-1852000.0,4627597000.0
December 2015,,-20085000.0,3414429000.0
March 2016,,-36304000.0,3276915000.0
June 2016,,17303000.0,3237986000.0
September 2016,,32282000.0,3389081000.0
December 2016,,-38296000.0,3156016000.0
March 2017,,20242000.0,3144374000.0
June 2017,,20684000.0,3286265000.0
September 2017,,22767000.0,4125205000.0
December 2017,,21404000.0,3886906000.0
March 2018,,21729000.0,5539803000.0
June 2018,,1453000.0,5217333000.0
September 2018,,20882000.0,5537985000.0
December 2018,,-17655000.0,4497395000.0
March 2019,,27876000.0,4521555000.0
June 2019,,10614000.0,5533508000.0
September 2019,,19720000.0,5254481000.0
December 2019,,12489000.0,5160971000.0
March 2020,,-381857000.0,3203583000.0
June 2020,,-15635000.0,2280023000.0
September 2020,,59807000.0,3540170000.0
December 2020,,10790000.0,3336009000.0
March 2021,,7953000.0,3213363000.0
June 2021,,-40163000.0,3018391000.0
September 2021,,-4213000.0,2829344000.0
December 2021,,-12530000.0,2825700000.0
March 2022,,-25853000.0,2734609000.0
June 2022,,-22387000.0,2791249000.0
