,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2014,7228.0,,0.0,,,
March 2015,1857.0,,26294.0,,,
June 2015,16658.0,,-11965.0,,,
September 2015,7228.0,,2069.0,35997.0,33483.0,
December 2015,44842.0,,-27954.0,,,
March 2016,31407.0,,-8661.0,29811.0,28135.0,
June 2016,20650.0,,-13185.0,3077.0,1820.0,
September 2016,26243.0,,-22111.0,14811.0,13973.0,
December 2016,20914.0,133000.0,-20914.0,4155.0,3736.0,
March 2017,8538.0,133000.0,-4161.0,25421.0,25421.0,
June 2017,6493.0,133000.0,1259.0,19443.0,19443.0,
September 2017,8293.0,133000.0,-9599.0,18861.0,18861.0,
December 2017,13214.0,374000.0,-7570.0,9897.0,9897.0,
March 2018,15187.0,562000.0,-1205000.0,13000.0,13000.0,
June 2018,13657.0,582000.0,-950000.0,5251.0,5251.0,
September 2018,,489000.0,-2274000.0,3134000.0,1904000.0,
December 2018,,,-1708000.0,3638000.0,2404000.0,
March 2019,,830000.0,-3591000.0,5173000.0,3932000.0,
June 2019,,1109000.0,-3599000.0,4814000.0,3604000.0,
September 2019,,1221000.0,-3125000.0,3851000.0,2686000.0,
December 2019,,,-6263000.0,2000.0,2000.0,
March 2020,,0.0,8566000.0,,,
June 2020,,0.0,-419000.0,,,
September 2020,,2000.0,-415000.0,,,
December 2020,,105000.0,-90000.0,418000.0,418000.0,
March 2021,,176000.0,-1050000.0,1876000.0,1869000.0,
June 2021,,142000.0,-62000.0,1501000.0,1490000.0,
September 2021,,125000.0,-588000.0,1117000.0,1106000.0,
December 2021,,468000.0,-2241000.0,1015000.0,963000.0,52000.0
March 2022,,65000.0,421000.0,787000.0,564000.0,223000.0
June 2022,,211000.0,-680000.0,512000.0,260000.0,252000.0
