,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,1219500.0,-7916500.0,,
June 2009,1219500.0,-7916500.0,,
September 2009,1219500.0,-7916500.0,,
December 2009,1219500.0,-7916500.0,,
March 2010,1365000.0,-10184000.0,,
June 2010,1543000.0,-10348000.0,,
September 2010,1664000.0,-1380000.0,,
December 2010,1707000.0,-9439000.0,114157000.0,82702000.0
March 2011,1049000.0,-9786000.0,,
June 2011,1052000.0,-7046000.0,98911000.0,68442000.0
September 2011,1216000.0,-875000.0,113462000.0,81750000.0
December 2011,980000.0,4882000.0,105409000.0,72397000.0
March 2012,1133000.0,-2718000.0,106196000.0,63638000.0
