,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,50090.0,-50090.0,,,
June 2013,52638.0,-52638.0,,,
September 2013,41830.0,-41830.0,,,
December 2013,,-80045.0,,,
March 2014,56461.0,-56461.0,130987.0,,
June 2014,62504.0,-62504.0,102915.0,,
September 2014,81268.0,-81268.0,48141.0,,
December 2014,,-63922.0,109118.0,,
March 2015,,-23281.0,57453.0,48286.0,9167.0
June 2015,,-66424.0,42977.0,,
September 2015,,-134837.0,360760.0,,
December 2015,,-99458.0,238242.0,238242.0,
March 2016,,-33954.0,116767.0,116767.0,
June 2016,,-110112.0,144366.0,144366.0,
September 2016,,-113106.0,160021.0,160021.0,
December 2016,,-128737.0,81384.0,81384.0,
March 2017,,-158753.0,52386.0,46981.0,5405.0
June 2017,,-157296.0,335610.0,330205.0,
September 2017,,-108526.0,248305.0,247892.0,
December 2017,,-126834.0,144968.0,144968.0,
March 2018,,-144432.0,18503.0,18503.0,
June 2018,,-220353.0,34452.0,,
September 2018,,-159099.0,30811.0,,
December 2018,,-262810.0,43486.0,,
March 2019,,19736.0,27270.0,,
June 2019,,-140514.0,85527.0,,
September 2019,,-111387.0,17469.0,,
December 2019,,-134045.0,47049.0,,
March 2020,,-150486.0,17213.0,,
June 2020,,-74696.0,13414.0,,
September 2020,,-67010.0,12322.0,,
December 2020,,-79244.0,13470.0,,
March 2021,,-215063.0,46681.0,,
