,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,684376.75,34108.25,3429153.25,,
June 2019,684376.75,34108.25,3429153.25,,
September 2019,684376.75,34108.25,3429153.25,,
December 2019,684376.75,34108.25,3429153.25,41744817.0,30888181.0
March 2020,242324.0,15342.0,1259494.0,,
June 2020,395844.0,17957.0,1993476.0,,
September 2020,1003384.0,21532.0,4726495.0,,
December 2020,2087411.0,23166.0,950913.0,47063699.0,36597808.0
March 2021,3754006.0,22180.0,8361249.0,59192710.0,59192710.0
June 2021,960328.0,22588.0,5067100.0,64600191.0,64554841.0
September 2021,456478.0,22267.0,3275475.0,67133509.0,66943307.0
December 2021,635648.0,22442.0,682142.0,68678318.0,56845016.0
March 2022,880342.0,22857.0,2562513.0,73325804.0,61432968.0
June 2022,996960.0,21713.0,2930705.0,73428728.0,62175446.0
