,NetIncomeLoss,Assets
March 2018,3543000.0,
June 2018,4491000.0,
September 2018,6279000.0,
December 2018,8020000.0,2004318000.0
March 2019,9436000.0,
June 2019,5156000.0,
September 2019,6656000.0,2136844000.0
December 2019,3598000.0,2128127000.0
March 2020,4393000.0,2310708000.0
June 2020,5466000.0,2340713000.0
September 2020,7060000.0,2620573000.0
December 2020,9119000.0,5586235000.0
March 2021,12710000.0,7757152000.0
June 2021,20935000.0,12289476000.0
September 2021,23492000.0,12776621000.0
December 2021,21391000.0,16005495000.0
March 2022,27386000.0,15798013000.0
June 2022,38605000.0,15900494000.0
