,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,191926750.0,,30708250.0,,,
June 2009,191926750.0,,30708250.0,,,
September 2009,191926750.0,,30708250.0,,,
December 2009,191926750.0,,30708250.0,,,
March 2010,121838000.0,,30642000.0,11520000.0,,
June 2010,127231000.0,,30554000.0,17273000.0,,
September 2010,130357000.0,,32230000.0,,,
December 2010,147403000.0,,33665000.0,,1485924000.0,238695000.0
March 2011,131133000.0,,30562000.0,15279000.0,,
June 2011,130624000.0,,30192000.0,18579000.0,1497298000.0,246584000.0
September 2011,128635000.0,,31341000.0,,1563850000.0,245645000.0
December 2011,149258000.0,,31843000.0,,1571417000.0,209717000.0
March 2012,163914000.0,,36129000.0,,1771245000.0,222264000.0
June 2012,181562000.0,,42234000.0,,2160241000.0,230368000.0
September 2012,180316000.0,,43169000.0,,2245536000.0,289158000.0
December 2012,206609000.0,,49747000.0,,2729697000.0,304448000.0
March 2013,218962000.0,0.0,51938000.0,,2734528000.0,292932000.0
June 2013,229874000.0,0.0,53297000.0,,3343393000.0,806921000.0
September 2013,265796000.0,0.0,66115000.0,,3617673000.0,587582000.0
December 2013,324479000.0,0.0,78382000.0,,4147472000.0,697871000.0
March 2014,331648000.0,0.0,81925000.0,,4110113000.0,785755000.0
June 2014,352097000.0,1583000.0,82595000.0,,4181962000.0,763005000.0
September 2014,393293000.0,2384000.0,97303000.0,,5294256000.0,573276000.0
December 2014,404869000.0,2951000.0,110397000.0,,5410328000.0,526165000.0
March 2015,420228000.0,2515000.0,101887000.0,,5417479000.0,533777000.0
June 2015,439827000.0,4237000.0,102801000.0,,5380981000.0,543799000.0
September 2015,448798000.0,4803000.0,105196000.0,,5480447000.0,672249000.0
December 2015,487547000.0,881000.0,121844000.0,,5432315000.0,701763000.0
March 2016,492550000.0,1101000.0,115009000.0,,5747198000.0,682532000.0
June 2016,537460000.0,1209000.0,128488000.0,,5779677000.0,678019000.0
September 2016,539841000.0,745000.0,126672000.0,,5866188000.0,790090000.0
December 2016,564245000.0,1030000.0,131420000.0,,5963168000.0,905088000.0
March 2017,492306000.0,1157000.0,124721000.0,,6317323000.0,1440810000.0
June 2017,560441000.0,1345000.0,127046000.0,,6289536000.0,1422442000.0
September 2017,567444000.0,2551000.0,133605000.0,,6687069000.0,1589431000.0
December 2017,376421000.0,4947000.0,148165000.0,,6784470000.0,1714747000.0
March 2018,558038000.0,,146899000.0,43124000.0,6663411000.0,1714691000.0
June 2018,598561000.0,,150794000.0,28041000.0,6581543000.0,1678759000.0
September 2018,608450000.0,,154581000.0,64000000.0,6627414000.0,1790735000.0
December 2018,629951000.0,,177726000.0,,6572000000.0,1783906000.0
March 2019,628000000.0,,160000000.0,22000000.0,6634208000.0,1683002000.0
June 2019,664720000.0,,164755000.0,42000000.0,6553666000.0,1635630000.0
September 2019,1131000000.0,,185000000.0,-60000000.0,17779000000.0,2903000000.0
December 2019,1346280000.0,,222245000.0,43000000.0,17370000000.0,2913000000.0
March 2020,1282000000.0,,210000000.0,123000000.0,17360000000.0,3069000000.0
June 2020,791000000.0,,186000000.0,252000000.0,16769000000.0,2592000000.0
September 2020,5755000000.0,,212000000.0,-3256000000.0,12483000000.0,2541000000.0
December 2020,887000000.0,,224000000.0,467000000.0,13382000000.0,3217000000.0
March 2021,1476000000.0,,213000000.0,-12000000.0,13132000000.0,2970000000.0
June 2021,1790000000.0,,234000000.0,-332000000.0,12780000000.0,2657000000.0
September 2021,1462000000.0,,228000000.0,19000000.0,12845000000.0,2792000000.0
December 2021,1311000000.0,,233000000.0,-89000000.0,12541000000.0,2471000000.0
March 2022,-2178000000.0,,220000000.0,2587000000.0,6662000000.0,1467000000.0
June 2022,730000000.0,,195000000.0,-11000000.0,6449000000.0,1365000000.0
