,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,153425.0,-150833.5,,,
June 2013,153425.0,-150833.5,,,
September 2013,153425.0,-150833.5,,,
December 2013,153425.0,-150833.5,160479.0,134349.0,24702.0
March 2014,160551.0,-169019.0,,,
June 2014,134671.0,-150106.0,,,
September 2014,76266.0,-75065.0,,,
December 2014,737381.0,7056796.0,180324.0,162848.0,12062.0
March 2015,299121.0,-444147.0,,,
June 2015,327866.0,-1076525.0,525966.0,504238.0,16314.0
September 2015,5545290.0,-6537385.0,312393.0,297210.0,
