,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 1998,54258.33333333337,,8399539.333333338,,,
March 1999,54258.33333333337,,8399539.333333338,,,
June 1999,54258.33333333337,,8399539.333333338,,,
September 1999,2588.9,114525.75,-551501.225,,,
December 1999,2588.9,114525.75,-551501.225,,,
March 2000,2588.9,114525.75,-551501.225,,,
June 2000,2588.9,114525.75,-551501.225,,,
September 2000,2588.9,114525.75,-551501.225,,,
December 2000,2588.9,114525.75,-551501.225,,,
March 2001,2588.9,114525.75,-551501.225,,,
June 2001,2588.9,114525.75,-551501.225,,,
September 2001,2588.9,114525.75,-551501.225,,,
December 2001,2588.9,114525.75,-551501.225,,,
March 2002,2588.9,114525.75,-551501.225,,,
June 2002,2588.9,114525.75,-551501.225,,,
September 2002,2588.9,114525.75,-551501.225,,,
December 2002,2588.9,114525.75,-551501.225,,,
March 2003,2588.9,114525.75,-551501.225,,,
June 2003,2588.9,114525.75,-551501.225,,,
September 2003,2588.9,114525.75,-551501.225,,,
December 2003,2588.9,114525.75,-551501.225,,,
March 2004,2588.9,114525.75,-551501.225,,,
June 2004,2588.9,114525.75,-551501.225,,,
September 2004,2588.9,114525.75,-551501.225,,,
December 2004,2588.9,114525.75,-551501.225,,,
March 2005,2588.9,114525.75,-551501.225,,,
June 2005,2588.9,114525.75,-551501.225,,,
September 2005,2588.9,114525.75,-551501.225,,,
December 2005,2588.9,114525.75,-551501.225,,,
March 2006,2588.9,114525.75,-551501.225,,,
June 2006,2588.9,114525.75,-551501.225,,,
September 2006,2588.9,114525.75,-551501.225,,,
December 2006,2588.9,114525.75,-551501.225,,,
March 2007,2588.9,114525.75,-551501.225,,,
June 2007,2588.9,114525.75,-551501.225,,,
September 2007,2588.9,114525.75,-551501.225,,,
December 2007,2588.9,114525.75,-551501.225,,,
March 2008,2588.9,114525.75,-551501.225,,,
June 2008,2588.9,114525.75,-551501.225,,,
September 2008,2588.9,114525.75,-551501.225,,,
December 2008,2588.9,114525.75,-551501.225,,,
March 2009,2588.9,114525.75,-551501.225,,,
June 2009,2588.9,114525.75,-551501.225,,,
September 2009,256.75,0.0,-875412.5,,,
December 2009,256.75,0.0,-875412.5,,,
March 2010,256.75,0.0,-875412.5,,,
June 2010,256.75,0.0,-875412.5,,,
September 2010,951.0,0.0,-466784.0,350046.0,23828.0,326218.0
December 2010,-454.0,6770.666666666667,466784.0,,,
March 2011,6687.0,6770.666666666667,-260168.0,,,
June 2011,6323.0,6770.666666666667,-2274352.0,,,
September 2011,1384.0,12168.0,-1248931.0,421535.0,50716.0,370819.0
December 2011,7808.0,,1248931.0,543507.0,165089.0,378418.0
March 2012,11157.0,,-3877254.0,,,
June 2012,18063.0,,-2550364.0,402056.0,21675.0,380380.0
September 2012,7511.0,,-273874.0,99455.0,2245.0,97210.0
December 2012,,,-271696.0,113678.0,5885.0,107793.0
March 2013,,,-328338.0,,,
June 2013,,,142842.0,1652963.0,83442.0,1569521.0
September 2013,,,-890543.0,1102013.0,174812.0,927201.0
December 2013,,,-464204.0,1152054.0,308631.0,843423.0
March 2014,,,-2355423.0,1430446.0,303706.0,1126740.0
