,OperatingExpenses,NetIncomeLoss,Assets
March 2009,644004000.0,11880000.0,
June 2009,644004000.0,11880000.0,
September 2009,644004000.0,11880000.0,
December 2009,644004000.0,11880000.0,
March 2010,674354000.0,25554000.0,
June 2010,715871000.0,8000000.0,
September 2010,694441000.0,26144000.0,
December 2010,989283000.0,-116560000.0,3646167000.0
March 2011,774139000.0,48999000.0,
June 2011,800363000.0,45507000.0,3662789000.0
September 2011,804192000.0,36428000.0,3650877000.0
December 2011,749232000.0,39448000.0,3816326000.0
March 2012,802354000.0,41179000.0,3765475000.0
June 2012,827096000.0,39502000.0,3599411000.0
September 2012,840164000.0,34299000.0,3676577000.0
December 2012,869533000.0,36938000.0,3988524000.0
March 2013,872085000.0,54717000.0,3806210000.0
June 2013,923389000.0,45091000.0,3923634000.0
September 2013,978547000.0,37631000.0,3914088000.0
December 2013,1016126000.0,44418000.0,4042831000.0
March 2014,987044000.0,53135000.0,3928696000.0
June 2014,1008654000.0,43091000.0,3893467000.0
September 2014,1020884000.0,33272000.0,3918167000.0
December 2014,1006902000.0,48545000.0,4050993000.0
March 2015,1010612000.0,50678000.0,4058719000.0
June 2015,993408000.0,50242000.0,4042520000.0
September 2015,964671500.0,41052000.0,3979358000.0
December 2015,964671500.0,26812000.0,4521061000.0
March 2016,913847250.0,50392000.0,4572372000.0
June 2016,913847250.0,47849000.0,4607984000.0
September 2016,913847250.0,51954000.0,4609756000.0
December 2016,913847250.0,41736000.0,4834926000.0
March 2017,946869750.0,48189000.0,4762076000.0
June 2017,946869750.0,68434000.0,4790125000.0
September 2017,946869750.0,58142000.0,5058273000.0
December 2017,946869750.0,64098000.0,5358751000.0
March 2018,1117685000.0,93530000.0,5348018000.0
June 2018,1117685000.0,118766000.0,5223377000.0
September 2018,1117685000.0,106865000.0,5289813000.0
December 2018,1117685000.0,120298000.0,5477468000.0
March 2019,1187466000.0,155398000.0,5492190000.0
June 2019,1187466000.0,146092000.0,5363956000.0
September 2019,1187466000.0,131714000.0,5740548000.0
December 2019,1187466000.0,126676000.0,5880238000.0
March 2020,1284950500.0,155641000.0,6110766000.0
June 2020,1284950500.0,101662000.0,5905733000.0
September 2020,1284950500.0,103789000.0,6090727000.0
December 2020,1284950500.0,111548000.0,6596162000.0
March 2021,,129620000.0,6615411000.0
June 2021,,119101000.0,7220016000.0
September 2021,,103064000.0,7555806000.0
December 2021,,108081000.0,7991600000.0
March 2022,,133744000.0,7773331000.0
June 2022,,160545000.0,7736486000.0
