,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,1382250000.0,307000000.0,,
June 2007,1382250000.0,307000000.0,,
September 2007,1382250000.0,307000000.0,,
December 2007,1382250000.0,307000000.0,,
March 2008,1856000000.0,179000000.0,,
June 2008,2042000000.0,202000000.0,,
September 2008,2587000000.0,52000000.0,17522000000.0,9328000000.0
December 2008,2499000000.0,570000000.0,20647000000.0,12318000000.0
March 2009,2209000000.0,153000000.0,15826000000.0,8192000000.0
June 2009,2404000000.0,158000000.0,16214000000.0,8410000000.0
September 2009,2566000000.0,227000000.0,17191000000.0,9304000000.0
December 2009,2694000000.0,779000000.0,21100000000.0,13267000000.0
March 2010,2480000000.0,155000000.0,18302000000.0,10566000000.0
June 2010,2507000000.0,254000000.0,17956000000.0,10388000000.0
September 2010,2598000000.0,217000000.0,17362000000.0,9959000000.0
December 2010,2740000000.0,651000000.0,22352000000.0,14829000000.0
March 2011,2457000000.0,212000000.0,17849000000.0,10473000000.0
June 2011,2502000000.0,128000000.0,18673000000.0,11293000000.0
September 2011,2472000000.0,156000000.0,18829000000.0,11501000000.0
December 2011,555000000.0,-1856000000.0,22748000000.0,15909000000.0
March 2012,2518000000.0,158000000.0,16005000000.0,10297000000.0
June 2012,2440000000.0,12000000.0,,
September 2012,2192000000.0,-10000000.0,,
December 2012,755000000.0,-409000000.0,,
March 2013,1984000000.0,-81000000.0,,
June 2013,2038000000.0,266000000.0,,
September 2013,2048000000.0,54000000.0,,
December 2013,2321000000.0,293000000.0,,
March 2014,1820000000.0,461000000.0,,
June 2014,1748000000.0,146000000.0,,
September 2014,1929000000.0,107000000.0,,
December 2014,2095000000.0,519000000.0,,
March 2015,1766000000.0,129000000.0,,
June 2015,1811000000.0,164000000.0,,
September 2015,1874000000.0,125000000.0,,
December 2015,2167000000.0,479000000.0,,
March 2016,1744000000.0,229000000.0,,
June 2016,1773000000.0,198000000.0,,
September 2016,1890000000.0,194000000.0,,
December 2016,2140000000.0,607000000.0,,
March 2017,1722000000.0,188000000.0,,
June 2017,1830000000.0,209000000.0,,
September 2017,1932000000.0,239000000.0,,
December 2017,2539000000.0,364000000.0,,
March 2018,1830000000.0,208000000.0,,
June 2018,1877000000.0,244000000.0,,
September 2018,2002000000.0,277000000.0,,
December 2018,2306000000.0,735000000.0,,
March 2019,1835000000.0,265000000.0,,
June 2019,1922000000.0,238000000.0,,
September 2019,1973000000.0,293000000.0,,
December 2019,2268000000.0,745000000.0,,
March 2020,1735000000.0,159000000.0,,
June 2020,1702000000.0,432000000.0,,
September 2020,2123000000.0,391000000.0,,
December 2020,2368000000.0,816000000.0,,
March 2021,1988000000.0,595000000.0,,
June 2021,2009000000.0,734000000.0,,
September 2021,2133000000.0,499000000.0,,
December 2021,2505000000.0,626000000.0,,
March 2022,1890000000.0,341000000.0,,
June 2022,1882000000.0,306000000.0,,
