,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,28594500.0,3526000.0,5005500.0,,
March 2010,28594500.0,3526000.0,5005500.0,,
June 2010,34763000.0,4154000.0,5000.0,,
September 2010,31497000.0,3739000.0,8560000.0,346405000.0,244702000.0
December 2010,28198000.0,3128000.0,13289000.0,,
March 2011,31038000.0,3558000.0,11808000.0,,
June 2011,34206000.0,3852000.0,10953000.0,414199000.0,309029000.0
September 2011,35354000.0,4247000.0,14892000.0,427859000.0,324056000.0
December 2011,35164000.0,4959000.0,15539000.0,447782000.0,344353000.0
March 2012,39191000.0,6068000.0,11157000.0,463489000.0,358867000.0
June 2012,45486000.0,5097000.0,9609000.0,467130000.0,362036000.0
September 2012,35840000.0,5769000.0,15251000.0,409438000.0,300903000.0
December 2012,36545000.0,5052000.0,13783000.0,403281000.0,291301000.0
March 2013,38282000.0,5588000.0,11061000.0,420069000.0,306266000.0
June 2013,38168000.0,6211000.0,11547000.0,426470000.0,307468000.0
September 2013,38989000.0,5961000.0,21415000.0,451277000.0,329263000.0
December 2013,40392000.0,5703000.0,9145000.0,446461000.0,325377000.0
March 2014,43180000.0,6791000.0,7779000.0,455555000.0,333621000.0
June 2014,40297000.0,6269000.0,14144000.0,482829000.0,343611000.0
September 2014,39518000.0,5081000.0,10941000.0,487408000.0,350982000.0
December 2014,41020000.0,5564000.0,13786000.0,499877000.0,363594000.0
March 2015,38787000.0,5689000.0,11706000.0,493339000.0,359695000.0
June 2015,37782000.0,5821000.0,10783000.0,464586000.0,331346000.0
September 2015,40528000.0,6631000.0,9187000.0,460831000.0,327713000.0
December 2015,38910000.0,5294000.0,11774000.0,485210000.0,350127000.0
March 2016,40773000.0,5752000.0,2998000.0,498378000.0,362235000.0
June 2016,48424000.0,6198000.0,7150000.0,652888000.0,516458000.0
September 2016,61534000.0,8092000.0,5572000.0,1188020000.0,440265000.0
December 2016,63174000.0,8681000.0,1705000.0,1170788000.0,430034000.0
March 2017,63444000.0,9261000.0,7199000.0,1171897000.0,433738000.0
June 2017,58939000.0,8356000.0,10610000.0,1181645000.0,444746000.0
September 2017,61893000.0,8701000.0,5570000.0,1189692000.0,457249000.0
December 2017,61431000.0,8841000.0,33151000.0,1172981000.0,445568000.0
March 2018,58215000.0,8626000.0,8438000.0,1155921000.0,432414000.0
June 2018,60020000.0,8768000.0,8979000.0,1129908000.0,412132000.0
September 2018,60691000.0,8549000.0,10760000.0,1139396000.0,428202000.0
December 2018,60339000.0,7172000.0,10501000.0,1247864000.0,460028000.0
March 2019,63176000.0,7676000.0,14160000.0,1260634000.0,474024000.0
June 2019,62102000.0,8160000.0,13585000.0,1257319000.0,467875000.0
September 2019,63608000.0,7920000.0,4821000.0,1297977000.0,450488000.0
December 2019,61451000.0,7039000.0,5306000.0,1329419000.0,460816000.0
March 2020,63271000.0,7143000.0,-1071000.0,1423848000.0,479585000.0
June 2020,52852000.0,6303000.0,4389000.0,1423120000.0,483119000.0
September 2020,358301000.0,7624000.0,-280675000.0,1150231000.0,501001000.0
December 2020,69784000.0,7203000.0,1715000.0,1168243000.0,528444000.0
