,NetIncomeLoss,Assets,AssetsCurrent
March 2011,1277500.0,,
June 2011,1277500.0,,
September 2011,1277500.0,,
December 2011,1277500.0,,
March 2012,3952000.0,,
June 2012,165000.0,,
September 2012,42190000.0,,
December 2012,15884000.0,227521000.0,42479000.0
March 2013,1532000.0,226947000.0,37812000.0
June 2013,4746000.0,229631000.0,36378000.0
September 2013,-867000.0,228690000.0,33108000.0
December 2013,2646000.0,228385000.0,30263000.0
March 2014,5758000.0,227491000.0,33426000.0
June 2014,2761000.0,232499000.0,38786000.0
