,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,92750000.0,31750000.0,,
June 2009,92750000.0,31750000.0,,
September 2009,92750000.0,31750000.0,,
December 2009,92750000.0,31750000.0,,
March 2010,82000000.0,39000000.0,,
June 2010,82000000.0,20000000.0,,
September 2010,82000000.0,28000000.0,,
December 2010,82000000.0,16000000.0,7112000000.0,545000000.0
March 2011,75000000.0,45000000.0,,
June 2011,92666666.66666667,30000000.0,7209000000.0,527000000.0
September 2011,92666666.66666667,50000000.0,7326000000.0,282000000.0
December 2011,92666666.66666667,78000000.0,6922000000.0,223000000.0
March 2012,76000000.0,60000000.0,6881000000.0,178000000.0
