,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,,,,
June 2011,,,347660000.0,94926000.0
September 2011,,,327086000.0,64722000.0
December 2011,,,310355000.0,47883000.0
March 2012,,,1161993000.0,73346000.0
June 2012,,,1137218000.0,48479000.0
September 2012,,,1111205000.0,36020000.0
December 2012,,,1150937000.0,91918000.0
March 2013,,,1124963000.0,66680000.0
June 2013,,,982371000.0,57804000.0
September 2013,,,973251000.0,50920000.0
December 2013,,,923066000.0,46771000.0
March 2014,,,924611000.0,43692000.0
June 2014,,,796270000.0,42081000.0
September 2014,,,783460000.0,39702000.0
December 2014,,,522958000.0,39701000.0
March 2015,,6021000.0,526733000.0,43547000.0
June 2015,,-14116000.0,506615000.0,55463000.0
September 2015,,2633000.0,504750000.0,56868000.0
December 2015,,-14988000.0,475085000.0,54443000.0
March 2016,,12985000.0,479990000.0,56972000.0
June 2016,,8353000.0,493104000.0,64704000.0
September 2016,,4208000.0,499835000.0,74803000.0
December 2016,,-4491000.0,498318000.0,78574000.0
March 2017,,-3018000.0,499378000.0,81715000.0
June 2017,,-1712000.0,531272000.0,66074000.0
September 2017,,-8072000.0,571037000.0,108450000.0
December 2017,,2169000.0,592129000.0,86864000.0
March 2018,,-5211000.0,588147000.0,79625000.0
June 2018,,-5380000.0,585010000.0,58220000.0
September 2018,,-13290000.0,620646000.0,77770000.0
December 2018,,-20989000.0,616941000.0,59376000.0
March 2019,,-10136000.0,628976000.0,65660000.0
June 2019,,-13014000.0,623207000.0,65176000.0
September 2019,,-11465000.0,607211000.0,56886000.0
December 2019,,-25132000.0,631223000.0,91978000.0
March 2020,,-99191000.0,523626000.0,73114000.0
June 2020,,-19814000.0,504707000.0,58198000.0
September 2020,,-9778000.0,506180000.0,57546000.0
December 2020,,-23542000.0,499936000.0,53497000.0
March 2021,2236000.0,-12466000.0,528180000.0,81012000.0
June 2021,,-5989000.0,520604000.0,74941000.0
September 2021,,-17401000.0,539776000.0,92127000.0
December 2021,,-20856000.0,525341000.0,85026000.0
March 2022,1735000.0,-19327000.0,535773000.0,95295000.0
June 2022,,-12452000.0,520639000.0,72313000.0
