,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,57.0,,-57.0,8743.0,178.0,8565.0
June 2014,5275.0,5275.0,-5275.0,,,
September 2014,15986.0,15986.0,-15986.0,16451.0,7886.0,8565.0
December 2014,1565.0,1565.0,-1565.0,15786.0,7221.0,8565.0
March 2015,7150.0,,-6665.0,5971.0,5971.0,
June 2015,16580.0,,-16580.0,,,
September 2015,124032.0,,-619477.0,,,
December 2015,32650.0,,-35929.0,298358.0,27619.0,
March 2016,-316212.0,,-536640.0,,,
June 2016,22188.0,,-22740.0,,,
September 2016,48862.0,,-48900.0,,,
December 2016,18445.0,,-18445.0,36207.0,14294.0,
March 2017,16499.0,,-15218.0,29168.0,1145.0,
June 2017,12253.0,,-13181.0,29246.0,1223.0,
September 2017,17634.0,,-38479.0,35236.0,7213.0,
December 2017,11707.0,,-88507.0,33305.0,5382.0,
March 2018,15308.0,,-29946.0,34334.0,5176.0,
June 2018,3451.0,,-55651.0,5598.0,5598.0,
September 2018,20433.0,,-41916.0,1397.0,1397.0,
December 2018,5502.0,,-23300.0,691.0,691.0,
March 2019,11163.0,,-36306.0,387.0,387.0,
June 2019,92063.0,,-115911.0,,,
September 2019,11550.0,,-38660.0,,,
December 2019,5356.0,,-29857.0,,,
March 2020,10464.0,,-35963.0,0.0,0.0,
June 2020,7963.0,,-38353.0,0.0,0.0,
September 2020,4500.0,,-27341.0,0.0,0.0,
December 2020,5000.0,,-27119.0,0.0,0.0,
March 2021,9250.0,,-23728.0,0.0,0.0,
June 2021,9835.0,,-22711.0,0.0,0.0,
September 2021,105009665.0,,-105024580.0,0.0,0.0,
December 2021,5525.0,,-20319.0,0.0,0.0,
March 2022,35009250.0,,-35023705.0,0.0,0.0,
June 2022,14900.0,,-29516.0,0.0,0.0,
