,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,905718000.0,27292000.0,,,
March 2008,905718000.0,27292000.0,,,
June 2008,905718000.0,27292000.0,,,
September 2008,905718000.0,27292000.0,,,
December 2008,818784500.0,30130000.0,,,
March 2009,818784500.0,30130000.0,,,
June 2009,464822000.0,-14155000.0,,,
September 2009,441999000.0,-18863000.0,2321030000.0,684189000.0,572402000.0
December 2009,524161000.0,51902000.0,,,
March 2010,796334000.0,74217000.0,,,
June 2010,498680000.0,-10177000.0,2445474000.0,768083000.0,576120000.0
September 2010,632004000.0,1515000.0,2563133000.0,785008000.0,642406000.0
December 2010,672889000.0,24509000.0,2710692000.0,917611000.0,639932000.0
March 2011,883785000.0,63927000.0,2501691000.0,709555000.0,625436000.0
June 2011,620987000.0,20374000.0,2573956000.0,741667000.0,626735000.0
September 2011,688547000.0,-7511000.0,2649444000.0,732367000.0,621150000.0
December 2011,567193000.0,57357000.0,2852634000.0,870818000.0,610636000.0
March 2012,545232000.0,54535000.0,2669739000.0,674676000.0,598288000.0
June 2012,445032000.0,-10320000.0,2675907000.0,644805000.0,598655000.0
September 2012,582776000.0,-8693000.0,2770005000.0,647344000.0,637784000.0
December 2012,648828000.0,60206000.0,2948660000.0,771436000.0,650896000.0
March 2013,903916000.0,45469000.0,2941658000.0,762561000.0,637015000.0
June 2013,720469000.0,29155000.0,2991195000.0,750271000.0,655617000.0
September 2013,765624000.0,-20021000.0,3004783000.0,745898000.0,615769000.0
December 2013,866181000.0,7693000.0,3196818000.0,898321000.0,605567000.0
March 2014,1332557000.0,172971000.0,3161210000.0,836059000.0,586706000.0
June 2014,717465000.0,-14274000.0,3105907000.0,695455000.0,592753000.0
September 2014,620752000.0,-24420000.0,3158804000.0,682731000.0,591963000.0
December 2014,655427000.0,123320000.0,3444292000.0,900062000.0,587027000.0
March 2015,930284000.0,60903000.0,3333381000.0,745639000.0,570484000.0
June 2015,467776000.0,-7460000.0,3208924000.0,561802000.0,578825000.0
September 2015,432049000.0,4197000.0,3339038000.0,488215000.0,667881000.0
December 2015,384807000.0,50281000.0,3477238000.0,588939000.0,692200000.0
March 2016,480260000.0,73328000.0,3419594000.0,459861000.0,717075000.0
June 2016,421542000.0,-17363000.0,3632790000.0,604718000.0,724048000.0
September 2016,426761000.0,25400000.0,3727082000.0,607264000.0,712166000.0
December 2016,499553000.0,34929000.0,3949506000.0,815063000.0,682694000.0
March 2017,593893000.0,114702000.0,3857359000.0,677957000.0,683098000.0
June 2017,439556000.0,18957000.0,3877926000.0,637550000.0,683395000.0
September 2017,564391000.0,-36523000.0,3928507000.0,579444000.0,739322000.0
December 2017,629109000.0,123699000.0,4186928000.0,826079000.0,711556000.0
March 2018,841251000.0,140266000.0,3960740000.0,814625000.0,670602000.0
June 2018,580150000.0,-14274000.0,3977388000.0,736893000.0,667092000.0
September 2018,664717000.0,-16255000.0,4143664000.0,770080000.0,722535000.0
December 2018,723024000.0,86248000.0,4477322000.0,1049909000.0,717341000.0
March 2019,789254000.0,73573000.0,4089973000.0,605185000.0,695462000.0
June 2019,438961000.0,-8402000.0,4123412000.0,509971000.0,712005000.0
September 2019,486871000.0,18086000.0,4372985000.0,511606000.0,820213000.0
