,NetIncomeLoss,Assets,AssetsCurrent
March 2007,251500000.0,,
June 2007,251500000.0,,
September 2007,251500000.0,,
December 2007,251500000.0,,
March 2008,334500000.0,,
June 2008,334500000.0,,
September 2008,334500000.0,,
December 2008,334500000.0,40860000000.0,6403000000.0
March 2009,244000000.0,,
June 2009,392000000.0,42197000000.0,6428000000.0
September 2009,292000000.0,42551000000.0,5610000000.0
December 2009,292000000.0,42945000000.0,5657000000.0
March 2010,261000000.0,43540000000.0,5621000000.0
June 2010,337000000.0,44218000000.0,5612000000.0
September 2010,,45253000000.0,5751000000.0
December 2010,,46025000000.0,5542000000.0
March 2011,202000000.0,46259000000.0,5471000000.0
June 2011,366000000.0,47318000000.0,6122000000.0
September 2011,,47517000000.0,5877000000.0
December 2011,,49750000000.0,6480000000.0
March 2012,,50188000000.0,6166000000.0
June 2012,,50115000000.0,5540000000.0
September 2012,,50868000000.0,5593000000.0
December 2012,,52449000000.0,5121000000.0
March 2013,,53062000000.0,4892000000.0
June 2013,,54324000000.0,5442000000.0
September 2013,,55214000000.0,5522000000.0
December 2013,,55605000000.0,5977000000.0
March 2014,,55987000000.0,5892000000.0
June 2014,,57025000000.0,6197000000.0
September 2014,,57884000000.0,6071000000.0
December 2014,,60127000000.0,6389000000.0
March 2015,,60547000000.0,6026000000.0
June 2015,,61631000000.0,6446000000.0
September 2015,,61989000000.0,6131000000.0
December 2015,,63339000000.0,5822000000.0
March 2016,,64650000000.0,5634000000.0
June 2016,,65927000000.0,6135000000.0
September 2016,,66565000000.0,5749000000.0
December 2016,,68598000000.0,6164000000.0
March 2017,,69164000000.0,5980000000.0
June 2017,,70055000000.0,6071000000.0
September 2017,,71526000000.0,6383000000.0
December 2017,,68012000000.0,6281000000.0
March 2018,445000000.0,68154000000.0,5855000000.0
June 2018,,69889000000.0,6367000000.0
September 2018,,71385000000.0,6349000000.0
December 2018,,76995000000.0,9195000000.0
March 2019,136000000.0,82287000000.0,10693000000.0
June 2019,,84387000000.0,11577000000.0
September 2019,,85713000000.0,11577000000.0
December 2019,,85196000000.0,10165000000.0
March 2020,374000000.0,86688000000.0,10558000000.0
June 2020,-1968000000.0,109229000000.0,25013000000.0
September 2020,86000000.0,95587000000.0,9798000000.0
December 2020,,97856000000.0,9602000000.0
March 2021,123000000.0,98558000000.0,9067000000.0
June 2021,401000000.0,100494000000.0,10289000000.0
September 2021,-1088000000.0,103561000000.0,11527000000.0
December 2021,,103327000000.0,11077000000.0
March 2022,,103931000000.0,10376000000.0
June 2022,,113541000000.0,11674000000.0
