,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,15612500.0,151745000.0,57183500.0,,,
June 2008,15612500.0,151745000.0,57183500.0,,,
September 2008,15612500.0,151745000.0,57183500.0,,,
December 2008,15612500.0,151745000.0,57183500.0,,,
March 2009,14743000.0,117275000.0,17265000.0,,,
June 2009,13815000.0,119104000.0,31928000.0,3977245000.0,964543000.0,2671818000.0
September 2009,14707000.0,125578000.0,36948000.0,3982252000.0,941198000.0,2701642000.0
December 2009,14619000.0,145346000.0,29352000.0,3911334000.0,946298000.0,2631348000.0
March 2010,17211000.0,132890000.0,35321000.0,3981184000.0,1054525000.0,2596458000.0
June 2010,16999000.0,131043000.0,61081000.0,3852700000.0,995623000.0,2538953000.0
September 2010,16865000.0,128854000.0,55050000.0,3972758000.0,1056834000.0,2588322000.0
December 2010,16081000.0,157714000.0,46376000.0,3973533000.0,1069297000.0,2574801000.0
March 2011,18122000.0,144760000.0,50541000.0,4162687000.0,1209077000.0,2615000000.0
June 2011,19882000.0,158432000.0,66280000.0,5052312000.0,1334639000.0,3307126000.0
September 2011,20091000.0,159068000.0,51092000.0,4882443000.0,1278248000.0,
December 2011,20063000.0,232581000.0,-174487000.0,4586313000.0,1237835000.0,
March 2012,21000000.0,174000000.0,60814000.0,4778206000.0,1389207000.0,
June 2012,20800000.0,172000000.0,72800000.0,4586269000.0,1276025000.0,
September 2012,19735000.0,204665000.0,31363000.0,11972335000.0,3740446000.0,
December 2012,30765000.0,567035000.0,-273100000.0,11795311000.0,3260368000.0,
March 2013,34000000.0,416000000.0,51700000.0,11721000000.0,3290000000.0,
June 2013,32100000.0,409400000.0,154100000.0,11666600000.0,3216500000.0,
September 2013,31300000.0,353400000.0,172800000.0,11804200000.0,3211300000.0,
December 2013,28400000.0,383300000.0,158200000.0,11743300000.0,3232100000.0,
March 2014,30000000.0,368400000.0,118600000.0,11766500000.0,3305300000.0,
June 2014,30200000.0,389700000.0,161500000.0,11616800000.0,3165900000.0,
September 2014,28500000.0,328800000.0,-186000000.0,10926900000.0,3052400000.0,
December 2014,28600000.0,406900000.0,120800000.0,10643800000.0,2894100000.0,
March 2015,29800000.0,309200000.0,113900000.0,10569400000.0,2976900000.0,
June 2015,29000000.0,319300000.0,147800000.0,10564700000.0,2902900000.0,
September 2015,29900000.0,330200000.0,115200000.0,12670900000.0,2964200000.0,
December 2015,10000000.0,-74700000.0,-453300000.0,11833500000.0,2780600000.0,8516100000.0
March 2016,33200000.0,331600000.0,107400000.0,12030200000.0,3005900000.0,
June 2016,28700000.0,249700000.0,142800000.0,11743800000.0,2792800000.0,
September 2016,29700000.0,228400000.0,141000000.0,11679000000.0,2747000000.0,
December 2016,22500000.0,169600000.0,131000000.0,11534800000.0,2672000000.0,8324200000.0
March 2017,30000000.0,253900000.0,87800000.0,11818000000.0,2841100000.0,8425000000.0
June 2017,17700000.0,126700000.0,263700000.0,8669100000.0,1754800000.0,6363400000.0
September 2017,28400000.0,234700000.0,125400000.0,8628800000.0,1705800000.0,6375900000.0
December 2017,39700000.0,417200000.0,189600000.0,8633700000.0,1748800000.0,6605100000.0
March 2018,18800000.0,141800000.0,102900000.0,9368100000.0,2719000000.0,6102600000.0
June 2018,19100000.0,140900000.0,41500000.0,3806000000.0,996600000.0,2538800000.0
September 2018,19100000.0,116300000.0,110100000.0,3809500000.0,989600000.0,2545700000.0
December 2018,19700000.0,135300000.0,92900000.0,3806500000.0,1039400000.0,2494500000.0
March 2019,20700000.0,147300000.0,51300000.0,4382200000.0,1251600000.0,2851500000.0
June 2019,20700000.0,132200000.0,114300000.0,4170000000.0,1041500000.0,2848200000.0
September 2019,19800000.0,126400000.0,92300000.0,4080400000.0,1002600000.0,2799900000.0
December 2019,17700000.0,134200000.0,97800000.0,4139500000.0,1061900000.0,2794400000.0
March 2020,19000000.0,131900000.0,72700000.0,4426700000.0,1339600000.0,
June 2020,17300000.0,116700000.0,72100000.0,4116100000.0,1001700000.0,
September 2020,19300000.0,130000000.0,110800000.0,4103500000.0,963500000.0,
December 2020,20100000.0,141900000.0,103000000.0,4197200000.0,975100000.0,
March 2021,21500000.0,136600000.0,128600000.0,4384100000.0,1208500000.0,
June 2021,21000000.0,158200000.0,132100000.0,4354700000.0,1107300000.0,
September 2021,21900000.0,145600000.0,143600000.0,4472800000.0,1249500000.0,
December 2021,21500000.0,156000000.0,148700000.0,4753600000.0,1304000000.0,
March 2022,22300000.0,164100000.0,117600000.0,4975900000.0,1541700000.0,
June 2022,23100000.0,145600000.0,152900000.0,4872200000.0,1462600000.0,
