,NetIncomeLoss,Assets,AssetsCurrent
September 2005,-84797.6,,
December 2005,-84797.6,,
March 2006,-84797.6,,
June 2006,-84797.6,,
September 2006,-84797.6,,
December 2006,-84797.6,,
March 2007,-84797.6,,
June 2007,-84797.6,,
September 2007,-84797.6,,
December 2007,-84797.6,,
March 2008,-84797.6,,
June 2008,-84797.6,,
September 2008,-84797.6,,
December 2008,-84797.6,,
March 2009,-84797.6,,
June 2009,-84797.6,,
September 2009,-84797.6,,
December 2009,-84797.6,,
March 2010,-84797.6,,
June 2010,-119404.0,,
September 2010,-398506.0,,
December 2010,-70466.0,,
March 2011,-84797.6,,
June 2011,-15864.0,57501.0,57501.0
September 2011,-18968.0,40688.0,40688.0
December 2011,-20675.0,20998.0,20998.0
