,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,13100750.0,10604250.0,-10140250.0,,,
June 2019,13100750.0,10604250.0,-10140250.0,,,
September 2019,13100750.0,10604250.0,-10140250.0,,,
December 2019,13100750.0,10604250.0,-10140250.0,56234000.0,54298000.0,1936000.0
March 2020,14484000.0,7622000.0,-12346000.0,,,
June 2020,10983000.0,7811000.0,-9038000.0,,,
September 2020,21104000.0,12820000.0,-18931000.0,,,
December 2020,27706000.0,16252000.0,-24831000.0,204206000.0,202504000.0,1702000.0
March 2021,22856000.0,13574000.0,-21290000.0,190150000.0,188601000.0,1549000.0
June 2021,28548000.0,20563000.0,-22068000.0,218502000.0,216283000.0,2219000.0
September 2021,33443000.0,22560000.0,11051000.0,201560000.0,184492000.0,17068000.0
December 2021,28466000.0,22709000.0,-23262000.0,186587000.0,170063000.0,16524000.0
March 2022,25065000.0,17625000.0,-24837000.0,169315000.0,152955000.0,16360000.0
June 2022,20508000.0,14982000.0,-17766000.0,154856000.0,138632000.0,16224000.0
