,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,12462750.0,3404500.0,8724000.0,-1296500.0,,
June 2009,12462750.0,3404500.0,8724000.0,-1296500.0,,
September 2009,12462750.0,3404500.0,8724000.0,-1296500.0,,
December 2009,12462750.0,3404500.0,8724000.0,-1296500.0,,
March 2010,13219000.0,3445000.0,9540000.0,582000.0,,
June 2010,14337000.0,4321000.0,9781000.0,849000.0,,
September 2010,15055000.0,4826000.0,9995000.0,538000.0,,
December 2010,12434000.0,3261000.0,8937000.0,1154000.0,144285000.0,97943000.0
March 2011,13286000.0,3743000.0,9338000.0,404000.0,,
June 2011,34925000.0,3720000.0,10157000.0,-17848000.0,125860000.0,90377000.0
September 2011,13226000.0,3730000.0,9239000.0,1202000.0,119080000.0,82958000.0
December 2011,9817000.0,2604000.0,7040000.0,710000.0,115943000.0,77010000.0
March 2012,13845000.0,3549000.0,10143000.0,2465000.0,119382000.0,82273000.0
June 2012,12530000.0,3089000.0,9291000.0,-521000.0,,
September 2012,12857000.0,3309000.0,9410000.0,1354000.0,121976000.0,84452000.0
December 2012,15696000.0,3750000.0,11632000.0,-3613000.0,123765000.0,90638000.0
March 2013,14345000.0,4140000.0,10205000.0,-384000.0,117951000.0,84864000.0
June 2013,13200000.0,3706000.0,9494000.0,57000.0,117582000.0,84272000.0
September 2013,12346000.0,3730000.0,8616000.0,440000.0,112977000.0,79977000.0
December 2013,13601000.0,3991000.0,9610000.0,245000.0,117508000.0,81994000.0
March 2014,13127000.0,3864000.0,9263000.0,-989000.0,120705000.0,75146000.0
June 2014,13274000.0,3761000.0,9513000.0,-519000.0,120748000.0,74910000.0
September 2014,9786000.0,2156000.0,7599000.0,-109000.0,137170000.0,76766000.0
December 2014,17354000.0,6184000.0,10922000.0,-2034000.0,137297000.0,96118000.0
March 2015,13658000.0,4345000.0,9064000.0,-385000.0,136947000.0,76492000.0
June 2015,13922000.0,4420000.0,9253000.0,101000.0,135481000.0,74474000.0
September 2015,10025000.0,2744000.0,7033000.0,-1489000.0,128071000.0,84862000.0
December 2015,1905000.0,-1262000.0,2926000.0,882000.0,115312000.0,69602000.0
March 2016,10545000.0,2762000.0,7542000.0,15000.0,118616000.0,72583000.0
June 2016,10093000.0,2793000.0,7058000.0,74000.0,119103000.0,76065000.0
September 2016,11779000.0,2866000.0,8672000.0,518000.0,124960000.0,82016000.0
December 2016,11570000.0,3160000.0,8168000.0,1176000.0,124511000.0,82024000.0
March 2017,13420000.0,3569000.0,9610000.0,1447000.0,125538000.0,73117000.0
June 2017,12443000.0,3284000.0,8917000.0,1977000.0,123207000.0,70180000.0
September 2017,11824000.0,2529000.0,9054000.0,-1517000.0,114733000.0,60473000.0
December 2017,15264000.0,4432000.0,10590000.0,-5293000.0,114624000.0,62632000.0
March 2018,11709000.0,2868000.0,8600000.0,68000.0,122140000.0,69378000.0
June 2018,12484000.0,3222000.0,9020000.0,-1323000.0,127215000.0,73023000.0
September 2018,11200000.0,2992000.0,7967000.0,-16704000.0,102796000.0,62699000.0
December 2018,12968000.0,3330000.0,9396000.0,-6163000.0,94681000.0,55692000.0
March 2019,11624000.0,3060000.0,8564000.0,-2729000.0,105048000.0,61191000.0
June 2019,12026000.0,2725000.0,9059000.0,-1109000.0,155072000.0,114114000.0
September 2019,13228000.0,3448000.0,9539000.0,-5902000.0,152569000.0,103126000.0
December 2019,14727000.0,4139000.0,9852000.0,-5831000.0,189612000.0,93563000.0
March 2020,16502000.0,4865000.0,11427000.0,-10910000.0,228982000.0,133438000.0
June 2020,14797000.0,4538000.0,10049000.0,-8976000.0,222886000.0,127170000.0
September 2020,12669000.0,4210000.0,10512000.0,-3711000.0,221801000.0,126412000.0
December 2020,19303000.0,5639000.0,14208000.0,-12965000.0,343749000.0,248929000.0
March 2021,16221000.0,5809000.0,14537000.0,-8271000.0,338675000.0,245094000.0
June 2021,32078000.0,8643000.0,22946000.0,-9956000.0,797675000.0,177005000.0
September 2021,32323000.0,10122000.0,21662000.0,-31933000.0,906392000.0,296294000.0
December 2021,35380000.0,10005000.0,24853000.0,-25639000.0,888149000.0,283007000.0
March 2022,33422000.0,10841000.0,22368000.0,-15650000.0,871696000.0,270087000.0
June 2022,37220000.0,10101000.0,26398000.0,-18848000.0,859113000.0,261229000.0
