,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,88198.0,-843.0,,,
June 2010,193509.0,-60130.0,,,
September 2010,154343.0,-41015.0,,,
December 2010,141797.0,-54343.0,,,
March 2011,279648.0,-228930.0,,,
June 2011,237710.0,-122834.0,,,
September 2011,208631.0,58204.0,,,
December 2011,665753.0,-426786.0,,,
March 2012,356338.0,-157356.0,,,
June 2012,506804.0,-3202826.0,,,
September 2012,1603421.0,-4721401.0,,,
December 2012,1071891.0,-822981.0,,,
March 2013,1298045.0,-849115.0,,,
June 2013,4386115.0,-1932862.0,,,
September 2013,3308038.0,-980738.0,,,
December 2013,3642757.0,-964792.0,,,
March 2014,2883548.0,-766442.0,9483377.0,8426180.0,
June 2014,5281070.0,-1677741.0,8805255.0,7839812.0,
September 2014,9806833.0,1376310.0,16057989.0,13359190.0,
December 2014,9174003.0,-1691583.0,15022972.0,10658308.0,
March 2015,9422170.0,190413.0,14995063.0,9853079.0,
June 2015,11868822.0,-2482366.0,,,
September 2015,11782514.0,-531366.0,,,
December 2015,12119180.0,-1685611.0,14567599.0,9192609.0,
March 2016,15544353.0,-4644701.0,19566533.0,13558497.0,
June 2016,14134138.0,-1315257.0,17319617.0,11353416.0,
September 2016,16797067.0,-1358409.0,14952911.0,9112887.0,
December 2016,17350730.0,-1732706.0,16784560.0,10805439.0,268842664.0
March 2017,69655498.0,4349661.0,20644557.0,14922250.0,
June 2017,77255402.0,-3611812.0,43298794.0,37718993.0,
September 2017,75882606.0,-3882738.0,41173169.0,35731720.0,
December 2017,98416457.0,28946731.0,490635793.0,144159562.0,346476231.0
March 2018,101221537.0,2160455.0,521593913.0,180615388.0,340978525.0
June 2018,115854799.0,2664102.0,510977108.0,152762941.0,358214167.0
September 2018,110152177.0,9106397.0,551898869.0,202833453.0,349065416.0
December 2018,104247077.0,-3095952.0,512999049.0,172862792.0,340136257.0
March 2019,99065029.0,140000.0,520858996.0,176912063.0,343946933.0
June 2019,115320798.0,3545216.0,568329965.0,167625710.0,400704255.0
September 2019,145994056.0,3704000.0,750244382.0,321360707.0,428883675.0
December 2019,167818226.0,6727000.0,728713347.0,329068418.0,399645000.0
