,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,27134250.0,6850000.0,-3022500.0,,
June 2010,27134250.0,6850000.0,-3022500.0,,
September 2010,27134250.0,6850000.0,-3022500.0,,
December 2010,27134250.0,6850000.0,-3022500.0,,
March 2011,34319000.0,8437000.0,-3262000.0,,
June 2011,37840000.0,9954000.0,-3706000.0,,
September 2011,44298000.0,11760000.0,-22322000.0,,
December 2011,44477000.0,11239000.0,-6145000.0,193284000.0,115271000.0
March 2012,44645000.0,11160000.0,-4683000.0,341948000.0,264447000.0
June 2012,48014000.0,11673000.0,-2602000.0,346811000.0,266941000.0
September 2012,50649000.0,13813000.0,-721000.0,364537000.0,280919000.0
December 2012,65751000.0,17376000.0,-12952000.0,387066000.0,179917000.0
March 2013,68364000.0,17994000.0,-11604000.0,378226000.0,173047000.0
