,OperatingExpenses,NetIncomeLoss,Assets
March 2011,72447000.0,-17806000.0,
June 2011,68583000.0,-2558000.0,
September 2011,59603000.0,7252000.0,
December 2011,55134000.0,-7026000.0,374081000.0
March 2012,46844000.0,-11008000.0,
June 2012,47433000.0,-6017000.0,349909000.0
September 2012,56484000.0,-18869000.0,341509000.0
December 2012,49353000.0,-16189000.0,372800000.0
March 2013,51473000.0,-17431000.0,
June 2013,54103000.0,-10286000.0,353076000.0
September 2013,50701000.0,1879000.0,345366000.0
December 2013,50550000.0,-11023000.0,324639000.0
March 2014,49128000.0,-1712000.0,300625000.0
June 2014,49054000.0,-4998000.0,297069000.0
September 2014,40513000.0,-6956000.0,306380000.0
December 2014,48092000.0,846000.0,301722000.0
March 2015,41791000.0,2129000.0,310532000.0
June 2015,41642000.0,1815000.0,275110000.0
September 2015,40389000.0,-891000.0,268868000.0
December 2015,39063000.0,,241022000.0
March 2016,39714000.0,-1538000.0,241544000.0
June 2016,42187000.0,-596000.0,241137000.0
September 2016,46161000.0,1429000.0,438802000.0
December 2016,55415000.0,,501021000.0
March 2017,47379000.0,-1763000.0,497707000.0
June 2017,48260000.0,-7865000.0,489044000.0
September 2017,12207000.0,-1526000.0,479330000.0
December 2017,65503000.0,-5788000.0,506685000.0
March 2018,45278000.0,-2291000.0,493000000.0
June 2018,13832000.0,-8644000.0,482539000.0
September 2018,11377000.0,-4321000.0,471780000.0
December 2018,-16116000.0,-15465000.0,378240000.0
March 2019,14200000.0,-1726250.0,22217000.0
June 2019,16054000.0,-1726250.0,404294000.0
September 2019,15905000.0,-1726250.0,402394000.0
December 2019,15198000.0,-1726250.0,399623000.0
March 2020,16291000.0,-2830333.3333333335,395089000.0
June 2020,13854000.0,-2830333.3333333335,394611000.0
September 2020,15946000.0,-2830333.3333333335,394332000.0
December 2020,20102000.0,700000.0,66867000.0
March 2021,21093000.0,,439821000.0
June 2021,21318000.0,,447491000.0
September 2021,21082000.0,,446672000.0
December 2021,25034000.0,,475634000.0
March 2022,25324000.0,,474575000.0
June 2022,24846000.0,,469628000.0
