,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,470171.0,1697577.0,-1176385.0,,,
June 2010,567147.0,1505863.0,-75939.0,,,
September 2010,400133.0,1361657.0,94576.0,,,
December 2010,322243.0,1841093.0,-1792869.0,,,
March 2011,417774.0,1664661.0,-280771.0,,,
June 2011,342157.0,1582532.0,-7000.0,,,
September 2011,303973.0,1494891.0,295766.0,,,
December 2011,344845.0,1835017.0,5000.0,,,
March 2012,456363.0,1669760.0,491000.0,,,
June 2012,510842.0,2204205.0,-463000.0,,,
September 2012,866659.0,2926830.0,2399637.0,,,
December 2012,1114449.0,3259674.0,-7807000.0,,,
March 2013,1097010.0,3580867.0,-2709846.0,,,
June 2013,1160147.0,3408153.0,-828203.0,,,
September 2013,1370178.0,3373230.0,-6232000.0,,,
December 2013,3460742.0,4184085.0,-1947000.0,,,
March 2014,2350443.0,4640456.0,-2671239.0,,,
June 2014,2225120.0,4054794.0,-2275000.0,,,
September 2014,2275410.0,4230347.0,-2255564.0,,,
December 2014,2905233.0,3299977.0,-4810000.0,,,
March 2015,2224193.0,4506174.0,-1866033.0,,,
June 2015,2233356.0,3779114.0,-564179.0,,,
September 2015,2258092.0,2351082.0,-456661.0,,,
December 2015,2377712.0,2806429.0,-1403242.0,,,
March 2016,1722187.0,3598841.0,-1477607.0,,,
June 2016,2108567.0,3341949.0,-734302.0,,,
September 2016,1969415.0,3212350.0,-1930472.0,,,
December 2016,1653469.0,2934934.0,-1019185.0,,,
March 2017,1556938.0,3373528.0,-2042508.0,,,
June 2017,1495972.0,2790171.0,-1098065.0,,,
September 2017,932251.0,2819549.0,3489.0,,,
December 2017,1367028.0,2450752.0,38084.0,,,
March 2018,1062319.0,3249057.0,-569000.0,,,
June 2018,1212845.0,2518893.0,-1522208.0,,,
September 2018,1026423.0,2391873.0,-678510.0,,,
December 2018,959413.0,2394177.0,-3095282.0,,,
March 2019,589000.0,2484000.0,313000.0,,,
June 2019,867000.0,2402000.0,-608000.0,,,
September 2019,726000.0,2800000.0,-164000.0,,,
December 2019,508000.0,2125000.0,-2404000.0,,,
March 2020,684000.0,2291000.0,3673000.0,,,
June 2020,509000.0,2284000.0,-1135000.0,,,
September 2020,753000.0,2283000.0,-1055000.0,,,
December 2020,987000.0,1707000.0,-1187000.0,,,
March 2021,977000.0,2551000.0,-2142000.0,,,
June 2021,964000.0,2515000.0,-60000.0,,,
September 2021,1339000.0,3439000.0,-4310000.0,,,
December 2021,1502000.0,3426000.0,-30000.0,,,
March 2022,1312000.0,4501000.0,-2787000.0,,,
June 2022,1461000.0,3934000.0,-3272000.0,,,
