,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,166018250.0,16041500.0,,,
June 2019,166018250.0,16041500.0,,,
September 2019,166018250.0,16041500.0,,,
December 2019,166018250.0,16041500.0,,,
March 2020,181660000.0,12318000.0,,,
June 2020,188648000.0,49941000.0,,,
September 2020,210985000.0,10211000.0,,,
December 2020,278443000.0,-4366000.0,4529382000.0,2493350000.0,2036032000.0
March 2021,271615000.0,-6251000.0,,,
June 2021,297750000.0,63407000.0,4807147000.0,2841052000.0,1966095000.0
September 2021,353496000.0,-1334000.0,4858456000.0,2530919000.0,2327537000.0
December 2021,323286000.0,-5730000.0,5458708000.0,3011007000.0,2447701000.0
March 2022,343501000.0,6911000.0,5485637000.0,3040635000.0,2445002000.0
June 2022,385764000.0,24501000.0,6442417000.0,3955440000.0,2486977000.0
