,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,7998750.0,-10707750.0,,
June 2017,7998750.0,-10707750.0,,
September 2017,7998750.0,-10707750.0,,
December 2017,7998750.0,-10707750.0,,
March 2018,8855000.0,-12391000.0,,
June 2018,9452000.0,-12493000.0,,
September 2018,9783000.0,-8292000.0,,
December 2018,11067000.0,-13271000.0,332688000.0,180718000.0
March 2019,12483000.0,-18386000.0,,
June 2019,16527000.0,-15659000.0,601395000.0,442301000.0
September 2019,20506000.0,-13950000.0,917392000.0,601356000.0
December 2019,21189000.0,-20611000.0,912302000.0,612690000.0
March 2020,23935000.0,-31403000.0,874886000.0,584646000.0
June 2020,25992000.0,-33535000.0,854822000.0,599521000.0
September 2020,30314000.0,-36719000.0,1095473000.0,877358000.0
December 2020,35831000.0,-44570000.0,1116414000.0,726914000.0
March 2021,33772000.0,-40642000.0,1072093000.0,764960000.0
June 2021,37800000.0,-49301000.0,1033374000.0,643729000.0
September 2021,36072000.0,-55903000.0,992607000.0,467027000.0
December 2021,34699000.0,-61433000.0,923344000.0,402748000.0
March 2022,37839000.0,-62736000.0,858193000.0,419120000.0
June 2022,37037000.0,-52046000.0,806633000.0,438575000.0
