,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,166457.0,36703.0,,
June 2010,87617.0,89514.0,,
September 2010,-68025.0,-60024.0,,
December 2010,-68025.0,-60024.0,228156.0,30061.0
March 2011,179648.0,-181143.0,,
June 2011,106089.0,181120.0,696304.0,501449.0
September 2011,1226018.0,-568014.0,,
December 2011,2614557.0,-2315819.0,11936176.0,3810631.0
March 2012,1710692.0,-5507545.0,11298476.0,3318513.0
June 2012,6455948.0,-7434895.0,,
September 2012,3927413.0,-4119183.0,364662.0,243479.0
December 2012,-9852189.0,-681048.0,178236.0,69107.0
