,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2014,266700000.0,0.0,,
June 2014,197900000.0,0.0,3625700000.0,
September 2014,179400000.0,0.0,3608200000.0,
December 2014,179000000.0,0.0,3598300000.0,230900000.0
March 2015,181700000.0,0.0,3596500000.0,
June 2015,193800000.0,300000.0,3633500000.0,288500000.0
September 2015,180200000.0,9900000.0,3689200000.0,348200000.0
December 2015,184800000.0,9800000.0,3703700000.0,356700000.0
March 2016,185000000.0,11400000.0,3633500000.0,304300000.0
June 2016,194700000.0,11400000.0,3703800000.0,224300000.0
September 2016,210100000.0,11200000.0,3713500000.0,268500000.0
December 2016,203400000.0,11800000.0,3762000000.0,339200000.0
March 2017,199500000.0,12200000.0,3731900000.0,322300000.0
June 2017,195400000.0,8200000.0,3719200000.0,332600000.0
September 2017,196000000.0,14700000.0,3750000000.0,376400000.0
December 2017,198200000.0,147200000.0,3655900000.0,280700000.0
March 2018,202100000.0,42700000.0,3634900000.0,252000000.0
June 2018,210200000.0,40000000.0,3660800000.0,256300000.0
September 2018,214700000.0,43000000.0,3643200000.0,260300000.0
December 2018,222000000.0,42800000.0,3653400000.0,266100000.0
March 2019,217800000.0,39300000.0,4016400000.0,262000000.0
June 2019,217900000.0,32600000.0,3985300000.0,271400000.0
September 2019,223900000.0,37300000.0,4003500000.0,271700000.0
December 2019,228000000.0,-400000.0,3962800000.0,255500000.0
March 2020,222500000.0,50100000.0,4080800000.0,320900000.0
June 2020,216600000.0,39100000.0,4192200000.0,480700000.0
September 2020,253100000.0,127800000.0,6154300000.0,305200000.0
December 2020,279500000.0,47100000.0,6090500000.0,287300000.0
March 2021,281900000.0,54100000.0,6130900000.0,311000000.0
June 2021,291700000.0,39700000.0,6165900000.0,369100000.0
September 2021,295300000.0,53400000.0,6367100000.0,352900000.0
December 2021,303300000.0,60700000.0,6350900000.0,352100000.0
March 2022,307000000.0,364600000.0,5943000000.0,307100000.0
June 2022,317500000.0,40300000.0,5928500000.0,345000000.0
