,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,710206.0,-1925974.0,1095023.0,
June 2013,690582.0,-1975009.0,991576.0,
September 2013,975104.0,-2860191.0,1083089.0,
December 2013,710845.0,-2472009.0,1329719.0,970332.0
March 2014,1008929.0,-5127871.0,11289508.0,10987777.0
June 2014,1107678.0,-2996840.0,13359982.0,12988606.0
September 2014,1310905.0,-3859794.0,9875039.0,9321426.0
December 2014,1070278.0,-3881541.0,6588247.0,5902631.0
March 2015,651420.0,-3800728.0,20899513.0,20272832.0
June 2015,744242.0,-4035105.0,18317659.0,17399472.0
September 2015,677729.0,-4496193.0,14196386.0,13341178.0
December 2015,784379.0,-4617500.0,10586918.0,9640738.0
March 2016,728076.0,-4875198.0,6780830.0,5861031.0
June 2016,716279.0,-4594174.0,6303153.0,4940612.0
September 2016,600613.0,-4743076.0,3282549.0,1761169.0
December 2016,668399.0,-4186874.0,7578326.0,5771995.0
March 2017,757258.0,-4432707.0,17933413.0,15789713.0
June 2017,841991.0,-5693151.0,14653193.0,12250938.0
September 2017,856698.0,-5821306.0,11120215.0,8200419.0
December 2017,908800.0,-5666573.0,7378906.0,4255339.0
March 2018,1070581.0,-6356404.0,14747827.0,11758240.0
June 2018,1019285.0,-6153101.0,8291310.0,5398734.0
September 2018,1089746.0,-6047784.0,14551892.0,11650898.0
December 2018,1288957.0,-6014312.0,8750303.0,6010881.0
March 2019,1223291.0,-5916787.0,21891932.0,17487591.0
June 2019,1148280.0,-7816012.0,19904840.0,15991291.0
September 2019,1163546.0,-5691762.0,14520914.0,10585410.0
December 2019,1161905.0,-5713478.0,17732644.0,13892597.0
March 2020,1312676.0,-8341338.0,29812330.0,26259918.0
June 2020,1588716.0,-6489303.0,33018412.0,29058237.0
September 2020,1087741.0,-4878334.0,32804635.0,28826301.0
December 2020,1231145.0,1902071.0,47451586.0,32594004.0
March 2021,1042725.0,2599000.0,50298843.0,35297437.0
June 2021,1137614.0,-1827479.0,50603280.0,35960595.0
September 2021,1302893.0,427047.0,61946040.0,47255245.0
December 2021,1476768.0,-3998568.0,60417000.0,45692000.0
March 2022,1851000.0,-2768000.0,61944000.0,47584000.0
