,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,-5518250.0,69643750.0,-3184500.0,,
June 2013,-5518250.0,69643750.0,-3184500.0,,
September 2013,-5518250.0,69643750.0,-3184500.0,,
December 2013,-5518250.0,69643750.0,-3184500.0,,
March 2014,-5487000.0,73450000.0,-8581000.0,,
June 2014,-5487000.0,74720000.0,5830000.0,,
September 2014,-5487000.0,74600000.0,6380000.0,,
December 2014,-5487000.0,68181000.0,5771000.0,1476430000.0,335240000.0
March 2015,-5651250.0,74963000.0,-3799000.0,,
June 2015,-5651250.0,74200000.0,6395000.0,1550430000.0,409710000.0
September 2015,-5651250.0,63810000.0,16630000.0,1613310000.0,472460000.0
December 2015,-5651250.0,61525000.0,59751000.0,1642249000.0,480361000.0
March 2016,,69688000.0,11116000.0,1625855000.0,465262000.0
June 2016,,70898000.0,15615000.0,1635417000.0,475833000.0
September 2016,,69038000.0,24566000.0,1656463000.0,492406000.0
December 2016,,69116000.0,21307000.0,1690119000.0,526553000.0
March 2017,,75091000.0,-1710000.0,1687939000.0,489954000.0
June 2017,,75813000.0,23460000.0,1761059000.0,526589000.0
September 2017,,71277000.0,31393000.0,1697694000.0,465666000.0
December 2017,,72064000.0,104991000.0,1749549000.0,511592000.0
March 2018,,77125000.0,26388000.0,1767938000.0,500881000.0
June 2018,,101360000.0,27152000.0,2400616000.0,644381000.0
September 2018,,95648000.0,42658000.0,2456826000.0,699118000.0
December 2018,,93066000.0,38553000.0,2454531000.0,704697000.0
March 2019,,99077000.0,37983000.0,2542827000.0,704174000.0
June 2019,,98883000.0,52051000.0,2581123000.0,748288000.0
September 2019,,98886000.0,54976000.0,2624122000.0,789390000.0
December 2019,,94898000.0,45985000.0,2603963000.0,779827000.0
March 2020,,101967000.0,50771000.0,2631840000.0,782327000.0
June 2020,,97600000.0,55496000.0,2670579000.0,837103000.0
September 2020,,96805000.0,69996000.0,2747801000.0,926504000.0
December 2020,,94943000.0,70757000.0,2815283000.0,936405000.0
March 2021,,101872000.0,59842000.0,2892102000.0,960710000.0
June 2021,,114894000.0,90380000.0,2998718000.0,952463000.0
September 2021,,116485000.0,95435000.0,3120688000.0,1068105000.0
December 2021,,164719000.0,78359000.0,4258530000.0,1187691000.0
March 2022,,167247000.0,114711000.0,4361563000.0,1281168000.0
June 2022,,176876000.0,143697000.0,4420984000.0,1354546000.0
