,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2007,117731250.0,41855750.0,,
June 2007,117731250.0,41855750.0,,
September 2007,117731250.0,41855750.0,,
December 2007,117731250.0,41855750.0,,
March 2008,143579000.0,45975000.0,,
June 2008,155169000.0,54625000.0,,
September 2008,130103000.0,66990000.0,,
December 2008,197977000.0,43700000.0,3701664000.0,460551000.0
March 2009,156749000.0,47580000.0,,
June 2009,134023000.0,25502000.0,3623684000.0,370822000.0
September 2009,132870000.0,38897000.0,3589054000.0,335007000.0
December 2009,183871000.0,36364000.0,3683401000.0,281502000.0
March 2010,156515000.0,28696000.0,3811917000.0,293897000.0
June 2010,152560000.0,21682000.0,3870200000.0,248257000.0
September 2010,202054000.0,3898000.0,3946710000.0,220985000.0
December 2010,172761000.0,49110000.0,4005031000.0,203008000.0
March 2011,171119000.0,12886000.0,4048407000.0,161538000.0
June 2011,168149000.0,54677000.0,4250160000.0,235838000.0
September 2011,200738000.0,,4472397000.0,310037000.0
December 2011,196390000.0,,4331493000.0,345800000.0
March 2012,224940000.0,,4402794000.0,339727000.0
June 2012,255281000.0,,4410192000.0,295867000.0
September 2012,220973000.0,,4482937000.0,224674000.0
December 2012,247854000.0,,4616313000.0,270310000.0
March 2013,286175000.0,,4687836000.0,238880000.0
June 2013,285220000.0,,5017936000.0,403193000.0
September 2013,308739000.0,,5031392000.0,289756000.0
December 2013,337015000.0,,4981080000.0,378899000.0
March 2014,314031000.0,112725500.0,5145775000.0,373830000.0
June 2014,321794000.0,112725500.0,5208922000.0,306096000.0
September 2014,322785000.0,100788000.0,5807264000.0,587946000.0
December 2014,1128415000.0,,5437716000.0,413447000.0
March 2015,379029000.0,40255000.0,5512323000.0,349403000.0
June 2015,326692000.0,-27508000.0,5504920000.0,254993000.0
September 2015,311724000.0,-15514000.0,5484672000.0,215421000.0
December 2015,438900000.0,,5253038000.0,144786000.0
March 2016,340390000.0,-51194000.0,5702708000.0,720687000.0
June 2016,316549000.0,-62910000.0,5570470000.0,659238000.0
September 2016,303859000.0,-10260000.0,5531921000.0,655645000.0
December 2016,757099000.0,,5122569000.0,715881000.0
March 2017,326217000.0,105720000.0,5244388000.0,748313000.0
June 2017,400328000.0,21527000.0,5219459000.0,735824000.0
September 2017,332141000.0,17587000.0,5128766000.0,718029000.0
December 2017,744742000.0,,4727344000.0,764957000.0
March 2018,254140000.0,117231000.0,4538401000.0,1236118000.0
June 2018,375958000.0,42431000.0,4396710000.0,987413000.0
September 2018,394766000.0,122337000.0,4179043000.0,619864000.0
December 2018,376293000.0,,4198829000.0,544545000.0
March 2019,290906000.0,262763000.0,4481547000.0,680191000.0
June 2019,286962000.0,181009000.0,4563729000.0,631330000.0
September 2019,303230000.0,90358000.0,4442665000.0,421679000.0
December 2019,308463000.0,146870000.0,4487245000.0,568248000.0
