,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,2451139.0,1306662.0,,
June 2010,2451139.0,1306662.0,,
September 2010,1434442.0,957656.0,,
December 2010,,,13806876.0,13374054.0
March 2011,1623717.0,1173959.5,,
June 2011,1623717.0,1173959.5,,
September 2011,1641795.0,1136316.0,8095030.0,7688551.0
