,NetIncomeLoss,Assets
March 2010,417000.0,
June 2010,76000.0,
September 2010,525000.0,
December 2010,-28000.0,277566000.0
March 2011,469000.0,
June 2011,192000.0,274886000.0
September 2011,1704000.0,292861000.0
December 2011,925000.0,302125000.0
March 2012,1657000.0,300587000.0
June 2012,781000.0,308727000.0
September 2012,1084000.0,319454000.0
December 2012,914000.0,320177000.0
March 2013,922000.0,313548000.0
June 2013,5960000.0,320913000.0
September 2013,2680000.0,317695000.0
December 2013,1460000.0,319381000.0
March 2014,820000.0,311942000.0
June 2014,877000.0,336804000.0
September 2014,1451000.0,316925000.0
December 2014,1282000.0,317008000.0
March 2015,691000.0,313185000.0
June 2015,3345000.0,327225000.0
September 2015,238000.0,317203000.0
December 2015,114000.0,314603000.0
March 2016,898000.0,300133000.0
June 2016,241000.0,320265000.0
September 2016,149000.0,321503000.0
December 2016,1348000.0,318600000.0
March 2017,-221000.0,312914000.0
June 2017,1460000.0,332741000.0
September 2017,747000.0,334305000.0
December 2017,2542000.0,343239000.0
March 2018,-5024000.0,325810000.0
June 2018,3185000.0,341655000.0
September 2018,934000.0,339549000.0
December 2018,201000.0,344274000.0
March 2019,4162000.0,354244000.0
June 2019,-4426000.0,371730000.0
September 2019,-1392000.0,383335000.0
December 2019,1270000.0,377626000.0
March 2020,-8087000.0,347861000.0
June 2020,6532000.0,385737000.0
September 2020,1876000.0,384952000.0
December 2020,11848000.0,405187000.0
March 2021,-431000.0,383127000.0
June 2021,2962000.0,404486000.0
September 2021,-915000.0,404077000.0
December 2021,2665000.0,402286000.0
March 2022,2842000.0,375031000.0
June 2022,-1679000.0,379274000.0
